interval_start_h,interval_end_h,f,reaction_id,flux
10,12,10.0,rxn01513_c0,1.9972340810515112e-05
10,12,10.0,rxn05333_c0,0.0008248823231897127
10,12,10.0,rxn06510_c0,0.0
10,12,10.0,rxn02186_c0,0.0
10,12,10.0,rxn08307_c0,0.0
10,12,10.0,rxn00209_c0,5.083948361637988e-06
10,12,10.0,rxn01274_c0,-2.1612495143207785e-36
10,12,10.0,rxn02474_c0,-1.0167896723275976e-05
10,12,10.0,rxn03246_c0,0.0
10,12,10.0,rxn02144_c0,0.0
10,12,10.0,rxn00604_c0,0.0
10,12,10.0,rxn00274_c0,0.0013888272278425495
10,12,10.0,rxn00674_c0,0.0
10,12,10.0,rxn00104_c0,0.0
10,12,10.0,rxn00715_c0,0.0
10,12,10.0,rxn01019_c0,0.0007565489520400905
10,12,10.0,rxn02271_c0,0.0
10,12,10.0,rxn08849_c0,0.0
10,12,10.0,rxn09448_c0,0.0
10,12,10.0,rxn00525_c0,0.0
10,12,10.0,rxn09208_c0,0.0
10,12,10.0,rxn09014_c0,0.0
10,12,10.0,rxn08295_c0,0.0
10,12,10.0,rxn02914_c0,-0.0024283467273857936
10,12,10.0,rxn01603_c0,1.5251845084913698e-05
10,12,10.0,rxn04945_c0,0.0
10,12,10.0,rxn00686_c0,-3.522418589542881e-05
10,12,10.0,rxn09112_c0,0.0
10,12,10.0,rxn09232_c0,-2.236022822364772e-21
10,12,10.0,rxn06075_c0,1.9972340810515153e-05
10,12,10.0,rxn00689_c0,0.0
10,12,10.0,rxn08129_c0,0.0
10,12,10.0,rxn01286_c0,0.0
10,12,10.0,rxn05289_c0,-0.006140208841928795
10,12,10.0,rxn01973_c0,0.0008753571809705745
10,12,10.0,rxn00117_c0,0.0007296724182208745
10,12,10.0,rxn05343_c0,0.0008248823231897124
10,12,10.0,rxn01520_c0,1.9972340810515115e-05
10,12,10.0,rxn03395_c0,5.083948361637989e-06
10,12,10.0,rxn00330_c0,0.009887599095943658
10,12,10.0,rxn05736_c0,0.0
10,12,10.0,rxn03445_c0,-5.083948361637989e-06
10,12,10.0,rxn11663_c0,5.083948361637989e-06
10,12,10.0,rxn01226_c0,2.4325751485781693e-16
10,12,10.0,rxn00493_c0,-0.0004738673038951477
10,12,10.0,rxn08298_c0,0.0
10,12,10.0,rxn01834_c0,2.1612495143207785e-36
10,12,10.0,rxn00293_c0,0.00020385665694428224
10,12,10.0,rxn05491_c0,0.0
10,12,10.0,rxn00701_c0,0.0
10,12,10.0,rxn00367_c0,0.0
10,12,10.0,rxn14011_c0,0.00010192832847214113
10,12,10.0,rxn00839_c0,0.0
10,12,10.0,rxn03838_c0,0.0
10,12,10.0,rxn21857_c0,1.0772040587954718e-18
10,12,10.0,rxn16573_c0,0.0
10,12,10.0,rxn05937_c0,0.0
10,12,10.0,thiazol_synth,5.083948361637989e-06
10,12,10.0,rxn07455_c0,0.0
10,12,10.0,rxn47768_c0,1.0772040587954718e-18
10,12,10.0,rxn21861_c0,1.077204058795472e-18
10,12,10.0,rxn23042_c0,5.083948361637988e-06
10,12,10.0,rxn15021_c0,0.0022364936733318725
10,12,10.0,rxn15395_c0,0.00039701454264955453
10,12,10.0,rxn15466_c0,-0.0022364936733318725
10,12,10.0,rxn39978_c0,0.0
10,12,10.0,rxn39979_c0,0.0
10,12,10.0,rxn14422_c0,0.11914675359402725
10,12,10.0,rxn14419_c0,-1.3282958872838317e-18
10,12,10.0,rxn14426_c0,0.0
10,12,10.0,rxn08070_c0,0.0
10,12,10.0,rxn08213_c0,0.0
10,12,10.0,rxn09295_c0,0.0
10,12,10.0,rxn08173_c0,0.1680648161795762
10,12,10.0,rxn08734_c0,0.0
10,12,10.0,rxn14412_c0,0.0
10,12,10.0,rxn14418_c0,0.0
10,12,10.0,rxn14421_c0,0.11914675359402725
10,12,10.0,rxn14425_c0,0.0
10,12,10.0,rxn14420_c0,0.0
10,12,10.0,rxn13688_c0,0.0
10,12,10.0,rxn21862_c0,1.077204058795472e-18
10,12,10.0,rxn16609_c0,0.0
10,12,10.0,rxn15949_c0,5.083948361637989e-06
10,12,10.0,rxn41452_c0,1.0772040587954718e-18
10,12,10.0,rxn21864_c0,0.0
10,12,10.0,rxn21858_c0,1.077204058795472e-18
10,12,10.0,rxn46694_c0,0.0
10,12,10.0,rxn40439_c0,0.0
10,12,10.0,rxn42709_c0,5.083948361637399e-06
10,12,10.0,rxn24134_c0,0.0
10,12,10.0,rxn39829_c0,0.0
10,12,10.0,rxn16826_c0,0.0
10,12,10.0,rxn16794_c0,0.0
10,12,10.0,rxn16776_c0,0.0
10,12,10.0,rxn16829_c0,0.0
10,12,10.0,rxn12224_c0,5.083948361637988e-06
10,12,10.0,rxn15296_c0,0.0
10,12,10.0,rxn15121_c0,0.0
10,12,10.0,rxn13741_c0,0.0
10,12,10.0,rxn08262_c0,0.0
10,12,10.0,rxn09037_c0,5.08394836163799e-06
10,12,10.0,rxn43581_c0,-0.001161883200086656
10,12,10.0,rxn08661_c0,0.0
10,12,10.0,rxn08234_c0,5.08394836163799e-06
10,12,10.0,rxn02497_c0,0.0
10,12,10.0,rxn43470_c0,0.0
10,12,10.0,rxn23850_c0,0.0
10,12,10.0,rxn40368_c0,0.0
10,12,10.0,rxn15467_c0,0.002236493673331873
10,12,10.0,rxn16824_c0,0.0
10,12,10.0,rxn39964_c0,0.0
10,12,10.0,rxn16806_c0,0.0
10,12,10.0,rxn14061_c0,0.00010192832847214115
10,12,10.0,rxn13957_c0,0.00010192832847214112
10,12,10.0,rxn09306_c0,0.0
10,12,10.0,rxn05684_c0,0.0
10,12,10.0,rxn08062_c0,0.0
10,12,10.0,rxn45550_c0,1.0772040587954722e-18
10,12,10.0,rxn46124_c0,1.077204058795472e-18
10,12,10.0,rxn20643_c0,5.083948361637989e-06
10,12,10.0,rxn15947_c0,5.083948361637989e-06
10,12,10.0,rxn14045_c0,0.0
10,12,10.0,rxn21860_c0,1.077204058795472e-18
10,12,10.0,rxn16149_c0,0.0
10,12,10.0,rxn05120_c0,0.0
10,12,10.0,rxn26398_c0,0.0
10,12,10.0,rxn15750_c0,0.0
10,12,10.0,rxn26127_c0,0.0
10,12,10.0,rxn19704_c0,-0.001161883200086656
10,12,10.0,rxn41965_c0,0.0
10,12,10.0,rxn43657_c0,5.083948361637989e-06
10,12,10.0,rxn05469_c0,0.0
10,12,10.0,rxn02374_c0,0.0
10,12,10.0,rxn05319_c0,-0.04893681595173169
10,12,10.0,rxn05730_c0,0.0
10,12,10.0,rxn04457_c0,0.0
10,12,10.0,rxn05129_c0,0.0
10,12,10.0,rxn02916_c0,0.0
10,12,10.0,rxn05488_c0,8.248636633227832e-18
10,12,10.0,rxn03012_c0,0.0
10,12,10.0,rxn04132_c0,0.0
10,12,10.0,rxn05195_c0,2.033579344655195e-05
10,12,10.0,rxn01208_c0,0.0011512107699815834
10,12,10.0,rxn02989_c0,0.0
10,12,10.0,rxn04791_c0,0.0
10,12,10.0,rxn00064_c0,0.0
10,12,10.0,rxn05468_c0,0.05961659035808751
10,12,10.0,rxn04133_c0,0.0
10,12,10.0,rxn10570_c0,0.0
10,12,10.0,rxn02666_c0,0.0
10,12,10.0,rxn05467_c0,-0.09133298960962703
10,12,10.0,rxn24718_c0,0.0
10,12,10.0,rxn23589_c0,0.0
10,12,10.0,rxn08428_c0,0.0
10,12,10.0,rxn08032_c0,0.0
10,12,10.0,rxn09008_c0,0.0
10,12,10.0,rxn08691_c0,0.0
10,12,10.0,rxn08350_c0,0.0
10,12,10.0,rxn08689_c0,0.006060319478686736
10,12,10.0,rxn09260_c0,0.0
10,12,10.0,rxn09330_c0,0.00023544010430812644
10,12,10.0,rxn00062_c0,0.0
10,12,10.0,bio1_biomass,0.0023697111555010986
10,12,10.0,EX_cpd00221_e0,0.0
10,12,10.0,EX_cpd00244_e0,0.0
10,12,10.0,EX_cpd00035_e0,0.0
10,12,10.0,EX_cpd00108_e0,0.0
10,12,10.0,EX_cpd00028_e0,-0.0
10,12,10.0,EX_cpd00098_e0,0.0
10,12,10.0,EX_cpd00307_e0,0.0
10,12,10.0,EX_cpd00367_e0,0.0
10,12,10.0,EX_cpd00029_e0,0.0
10,12,10.0,EX_cpd00438_e0,0.0
10,12,10.0,EX_cpd00309_e0,0.0
10,12,10.0,EX_cpd01080_e0,0.0
10,12,10.0,EX_cpd00048_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd00036_e0,0.0
10,12,10.0,EX_cpd00254_e0,-5.08394836163799e-06
10,12,10.0,EX_cpd00156_e0,0.0
10,12,10.0,EX_cpd00033_e0,0.0
10,12,10.0,EX_cpd00001_e0,0.04893681595173169
10,12,10.0,EX_cpd00246_e0,0.0
10,12,10.0,EX_cpd00268_e0,0.00023544010430812644
10,12,10.0,EX_cpd00063_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd00106_e0,0.0
10,12,10.0,EX_cpd11640_e0,0.0
10,12,10.0,EX_cpd00154_e0,0.0
10,12,10.0,EX_cpd00067_e0,-0.04905595519336445
10,12,10.0,EX_cpd00034_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd00011_e0,0.09133298960962703
10,12,10.0,EX_cpd00363_e0,0.0
10,12,10.0,EX_cpd00239_e0,0.006060319478686736
10,12,10.0,EX_cpd00107_e0,0.0
10,12,10.0,EX_cpd00214_e0,0.0
10,12,10.0,EX_cpd00047_e0,0.0
10,12,10.0,EX_cpd00013_e0,0.020910014233911426
10,12,10.0,EX_cpd01414_e0,-0.0
10,12,10.0,EX_cpd00227_e0,0.0
10,12,10.0,EX_cpd00012_e0,-0.0
10,12,10.0,EX_cpd01092_e0,-0.0
10,12,10.0,EX_cpd00099_e0,-5.08394836163799e-06
10,12,10.0,EX_cpd03424_e0,0.0
10,12,10.0,EX_cpd00117_e0,0.0
10,12,10.0,EX_cpd00142_e0,0.0
10,12,10.0,EX_cpd00305_e0,-0.0
10,12,10.0,EX_cpd00075_e0,-0.0
10,12,10.0,EX_cpd00205_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd00100_e0,0.0
10,12,10.0,EX_cpd00540_e0,-0.0
10,12,10.0,EX_cpd00654_e0,0.0
10,12,10.0,EX_cpd00020_e0,0.0
10,12,10.0,EX_cpd00092_e0,0.0
10,12,10.0,EX_cpd00116_e0,-0.0
10,12,10.0,EX_cpd00166_e0,0.0
10,12,10.0,EX_cpd00161_e0,0.0
10,12,10.0,EX_cpd10516_e0,-2.033579344655195e-05
10,12,10.0,EX_cpd00159_e0,0.0
10,12,10.0,EX_cpd00322_e0,0.0
10,12,10.0,EX_cpd00023_e0,-0.023075962129227818
10,12,10.0,EX_cpd00418_e0,-0.0
10,12,10.0,EX_cpd00249_e0,0.0
10,12,10.0,EX_cpd00311_e0,0.0
10,12,10.0,EX_cpd00058_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd00009_e0,-0.0009163950184257758
10,12,10.0,EX_cpd00129_e0,0.0
10,12,10.0,EX_cpd00184_e0,0.0
10,12,10.0,EX_cpd00027_e0,0.0
10,12,10.0,EX_cpd00128_e0,0.0
10,12,10.0,EX_cpd00081_e0,-0.0
10,12,10.0,EX_cpd00007_e0,-0.05961659035808751
10,12,10.0,EX_cpd00211_e0,0.0
10,12,10.0,EX_cpd00266_e0,-0.0
10,12,10.0,EX_cpd00030_e0,-5.083948361637989e-06
10,12,10.0,EX_cpd03847_e0,0.0
10,12,10.0,EX_cpd00071_e0,0.0
10,12,10.0,EX_cpd00797_e0,0.0
10,12,10.0,EX_cpd00971_e0,-2.7755575615628914e-17
10,12,10.0,DM_cpd11416_c0,0.0023697111555010986
10,12,10.0,DM_cpd02701_c0,0.0
10,12,10.0,DM_cpd15302_c0,-0.0
10,12,10.0,EX_cpd00149_e0,-5.083948361637989e-06
10,12,10.0,octanoyl_xfer,0.0
10,12,10.0,lipoyl_synth,0.0
10,12,10.0,FeS_cluster_biosynth,0.0
10,12,10.0,rxn08013_c0,1.0167896723275388e-05
10,12,10.0,cpd15380_transport,1.0167896723275388e-05
10,12,10.0,EX_cpd15380_e0,1.0167896723275388e-05
10,12,10.0,rxn06937_c0,8.134317378620779e-05
10,12,10.0,rxn06591_c0,8.13431737862078e-05
10,12,10.0,rxn02304_c0,2.541974180818994e-06
10,12,10.0,fe3_reduction,7.625922542456982e-06
10,12,10.0,rxn05039_c0,1.0167896723275976e-05
10,12,10.0,rxn00346_c0,0.0
10,12,10.0,rxn03397_c0,5.08394836163799e-06
10,12,10.0,rxn01213_c0,0.00010701227683377911
10,12,10.0,rxn03087_c0,0.0008753571809705744
10,12,10.0,rxn01637_c0,0.00016612019269833346
10,12,10.0,rxn00469_c0,0.0001661201926983335
10,12,10.0,rxn16823_c0,5.083948361637988e-06
10,12,10.0,cpd01042_transport,5.083948361637399e-06
10,12,10.0,EX_cpd01042_e0,5.083948361637399e-06
10,12,10.0,rxn05464_c0,0.0003152406808290075
10,12,10.0,rxn08239_c0,5.083948361637989e-06
10,12,10.0,rxn08642_c0,0.00033319083841605856
10,12,10.0,rxn05301_c0,0.0
10,12,10.0,rxn05242_c0,0.0
10,12,10.0,EX_cpd00080_e0,-0.00033319083841605856
10,12,10.0,EX_cpd00069_e0,0.0
10,12,10.0,rxn05171_c0,0.0
10,12,10.0,EX_cpd00209_e0,0.0
10,12,10.0,rxn00333_c0,0.0
10,12,10.0,rxn00979_c0,1.5251845084913667e-05
10,12,10.0,EX_cpd23538_e0,0.0
10,12,10.0,cpd23538_trans,0.0
10,12,10.0,rxn22083_c0,0.0
10,12,10.0,rxn22084_c0,0.0
10,12,10.0,rxn16387_c0,0.0
10,12,10.0,rxn04934_c0,0.0
10,12,10.0,rxn07450_c0,0.00023544010430812646
10,12,10.0,rxn40037_c0,0.0008753571809705744
10,12,10.0,rxn39451_c0,0.0008753571809705744
10,12,10.0,rxn10480_c0,5.083948361637989e-06
10,12,10.0,EX_cpd00204_e0,5.083948361637989e-06
10,12,10.0,rxn09799_c0,0.0
10,12,10.0,EX_cpd00123_e0,0.0
10,12,10.0,rxn25279_c0,4.515166706833436e-22
10,12,10.0,rxn25278_c0,4.515166706833436e-22
10,12,10.0,rxn47974_c0,0.006060319478686736
10,12,10.0,rxn05708_c0,0.0
10,12,10.0,EX_cpd00378_e0,-0.0
10,12,10.0,rxn00510_c0,0.0
10,12,10.0,rxn01664_c0,0.0
10,12,10.0,rxn45861_c0,0.0
10,12,10.0,DM_cpd00323_c0,0.0
10,12,10.0,rxn00275_c0,0.004050293911630289
10,12,10.0,rxn00320_c0,0.0
10,12,10.0,rxn00324_c0,0.0
10,12,10.0,rxn00512_c0,1.525184508312427e-05
10,12,10.0,rxn00598_c0,0.0
10,12,10.0,rxn00654_c0,0.0
10,12,10.0,rxn00762_c0,0.0
10,12,10.0,rxn00779_c0,0.0
10,12,10.0,rxn00875_c0,-1.0207235251874043e-17
10,12,10.0,rxn00994_c0,1.0207235251874043e-17
10,12,10.0,rxn01201_c0,0.0
10,12,10.0,rxn01560_c0,0.0
10,12,10.0,rxn01685_c0,0.0
10,12,10.0,rxn01753_c0,0.0
10,12,10.0,rxn01906_c0,0.0
10,12,10.0,rxn02749_c0,0.0
10,12,10.0,rxn11732_c0,0.0
10,12,10.0,rxn05890_c0,0.0
10,12,10.0,aminopent_redox,0.0
10,12,10.0,cadaverine_amino_xfer,0.0
10,12,10.0,rxn00322_c0,0.0
10,12,10.0,rxn00327_c0,0.0
10,12,10.0,rxn00347_c0,-0.004717357811532847
10,12,10.0,rxn00348_c0,0.0
10,12,10.0,rxn00467_c0,-0.0006005966560649441
10,12,10.0,rxn00470_c0,1.0167896723275977e-05
10,12,10.0,rxn00495_c0,0.0
10,12,10.0,rxn00584_c0,0.0
10,12,10.0,rxn00657_c0,-5.0839483616411465e-06
10,12,10.0,rxn00678_c0,0.0
10,12,10.0,rxn00717_c0,0.0
10,12,10.0,rxn00719_c0,0.0
10,12,10.0,rxn00797_c0,0.0
10,12,10.0,rxn00810_c0,0.0
10,12,10.0,rxn00856_c0,0.0
10,12,10.0,rxn00869_c0,0.0
10,12,10.0,rxn00871_c0,0.0
10,12,10.0,rxn00873_c0,0.0
10,12,10.0,rxn00926_c0,-2.5419741808183736e-05
10,12,10.0,rxn00985_c0,2.3868109077760302e-18
10,12,10.0,rxn00997_c0,0.0
10,12,10.0,rxn01041_c0,0.0
10,12,10.0,rxn01042_c0,0.0
10,12,10.0,rxn01079_c0,0.0
10,12,10.0,rxn01121_c0,0.0
10,12,10.0,rxn01141_c0,0.0
10,12,10.0,rxn01199_c0,0.0
10,12,10.0,rxn01204_c0,0.0
10,12,10.0,rxn01355_c0,0.0
10,12,10.0,rxn01366_c0,2.432575148578169e-16
10,12,10.0,rxn01391_c0,0.0
10,12,10.0,rxn01392_c0,0.0
10,12,10.0,rxn01393_c0,0.0
10,12,10.0,rxn01423_c0,0.0
10,12,10.0,rxn01439_c0,0.0
10,12,10.0,rxn01505_c0,0.0002038566569442822
10,12,10.0,rxn01523_c0,0.0
10,12,10.0,rxn01548_c0,2.432575148578169e-16
10,12,10.0,rxn01630_c0,0.0
10,12,10.0,rxn01631_c0,0.0
10,12,10.0,rxn01828_c0,0.0
10,12,10.0,rxn01857_c0,0.0
10,12,10.0,rxn01913_c0,0.0
10,12,10.0,rxn02107_c0,0.0
10,12,10.0,rxn02125_c0,0.0
10,12,10.0,rxn02169_c0,0.0
10,12,10.0,rxn02229_c0,0.00023544010430812646
10,12,10.0,rxn02235_c0,0.0
10,12,10.0,rxn02319_c0,0.0
10,12,10.0,rxn02675_c0,0.0
10,12,10.0,rxn02676_c0,0.0
10,12,10.0,rxn02767_c0,0.0
10,12,10.0,rxn02770_c0,0.0
10,12,10.0,rxn02782_c0,0.0
10,12,10.0,rxn02850_c0,0.0
10,12,10.0,rxn02877_c0,0.0
10,12,10.0,rxn03641_c0,0.0
10,12,10.0,rxn03644_c0,0.0
10,12,10.0,rxn03885_c0,0.0
10,12,10.0,rxn03886_c0,0.0
10,12,10.0,rxn03897_c0,0.0
10,12,10.0,rxn04456_c0,0.0
10,12,10.0,rxn04604_c0,0.0
10,12,10.0,rxn04943_c0,0.0
10,12,10.0,rxn05109_c0,0.0
10,12,10.0,rxn05124_c0,0.0
10,12,10.0,rxn09174_c0,0.0
10,12,10.0,rxn10852_c0,0.0
10,12,10.0,rxn11551_c0,0.0
10,12,10.0,rxn12147_c0,0.0
10,12,10.0,rxn14044_c0,0.0
10,12,10.0,rxn14229_c0,0.0
10,12,10.0,rxn15167_c0,-0.0003970145426495546
10,12,10.0,rxn15334_c0,0.0
10,12,10.0,rxn15373_c0,0.0
10,12,10.0,rxn16800_c0,0.0
10,12,10.0,rxn21034_c0,0.0
10,12,10.0,rxn21038_c0,0.0
10,12,10.0,rxn21039_c0,0.0
10,12,10.0,rxn21040_c0,0.0
10,12,10.0,rxn21430_c0,0.0
10,12,10.0,rxn22385_c0,0.0
10,12,10.0,rxn35676_c0,0.0
10,12,10.0,rxn40431_c0,0.0
10,12,10.0,rxn44001_c0,0.0
10,12,10.0,rxn46031_c0,0.0
10,12,10.0,ureidogly_carbamoyl_xfer,0.0
10,12,10.0,rxn01125_c0,0.0
10,12,10.0,rxn02429_c0,0.0
10,12,10.0,rxn03042_c0,0.0
10,12,10.0,rxn04600_c0,0.0
10,12,10.0,rxn40432_c0,0.0
10,12,10.0,rxn05122_c0,0.0
10,12,10.0,rxn05126_c0,0.0
10,12,10.0,rxn05127_c0,0.0
10,12,10.0,rxn08762_c0,0.0
10,12,10.0,rxn00932_c0,0.0
10,12,10.0,isc_split,0.0
10,12,10.0,rxn01305_c0,2.9582715497798315e-20
10,12,10.0,rxn43611_c0,0.0
10,12,10.0,cpd00992_trans,2.9582715497798315e-20
10,12,10.0,EX_cpd00992_e0,0.0
10,12,10.0,rxn00536_c0,0.0
10,12,10.0,rxn00765_c0,0.0
10,12,10.0,rxn01011_c0,0.0
10,12,10.0,rxn01013_c0,0.0
10,12,10.0,rxn01043_c0,0.0
10,12,10.0,rxn12191_c0,-0.022619902747305288
10,12,10.0,rxn16141_c0,0.0
10,12,10.0,rxn36075_c0,0.0
10,12,10.0,mmal_sald_redox,0.0
10,12,10.0,rxn00509_c0,0.0
10,12,10.0,rxn02226_c0,0.0
10,12,10.0,rxn11955_c0,0.0
10,12,10.0,rxn11960_c0,0.0
10,12,10.0,rxn01802_c0,0.0
10,12,10.0,rxn14427_c0,0.0
10,12,10.0,rxn05212_c0,5.083948361637989e-06
10,12,10.0,EX_cpd30760_e0,-0.0
10,12,10.0,rxn05303_c0,0.0
10,12,10.0,rxn34491_c0,0.0
10,12,10.0,rxn05495_c0,-3.0835097914029437e-18
10,12,10.0,rxn05241_c0,0.0
10,12,10.0,rxn05240_c0,0.0
10,12,10.0,rxn08854_c0,0.0
10,12,10.0,rxn09247_c0,0.0
10,12,10.0,EX_cpd00051_e0,0.0
10,12,10.0,EX_cpd00132_e0,0.0
10,12,10.0,EX_cpd00085_e0,0.0
10,12,10.0,EX_cpd00039_e0,0.0
10,12,10.0,EX_cpd00054_e0,0.0
10,12,10.0,rxn15341_c0,-2.1612495143207782e-36
10,12,10.0,rxn01519_c0,1.9972340810515115e-05
10,12,10.0,rxn00629_c0,0.0
10,12,10.0,ec7211_c0,0.08672813334680948
10,12,10.0,rxn09272_c0,0.032128994739894855
10,12,10.0,rxn39188_c0,0.0
10,12,10.0,EX_cpd00127_e0,0.0
10,12,10.0,rxn01993_c0,0.0
10,12,10.0,rxn02788_c0,0.0
10,12,10.0,rxn01894_c0,0.0
10,12,10.0,EX_cpd02711_e0,0.0
10,12,10.0,TP_cpd02711_e0,0.0
10,12,10.0,EX_cpd00169_e0,-0.00022218976371964617
10,12,10.0,TP_cpd00169_e0,0.00022218976371964617
10,12,10.0,EX_cpd00024_e0,-0.00020810365270482965
10,12,10.0,TP_cpd00024_e0,0.00020810365270482965
10,12,10.0,EX_cpd00018_e0,-0.00012809382745167477
10,12,10.0,TP_cpd00018_e0,0.00012809382745167477
10,12,10.0,EX_cpd00395_e0,-0.00023544010430812646
10,12,10.0,TP_cpd00395_e0,0.00023544010430812646
10,12,10.0,EX_cpd01311_e0,-0.0
10,12,10.0,TP_cpd01311_e0,0.0
10,12,10.0,EX_cpd00111_e0,-0.003470772796557263
10,12,10.0,TP_cpd00111_e0,0.003470772796554968
10,12,10.0,EX_cpd00477_e0,-0.00016612019269833343
10,12,10.0,TP_cpd00477_e0,0.00016612019269833343
10,12,10.0,EX_cpd00061_e0,-7.6336012567296e-05
10,12,10.0,TP_cpd00061_e0,7.6336012567296e-05
10,12,10.0,EX_cpd00091_e0,-0.0002561625947644463
10,12,10.0,TP_cpd00091_e0,0.0002561625947644463
12,14,10.0,rxn02201_c0,8.250466378854137e-07
12,14,10.0,rxn00351_c0,0.0
12,14,10.0,rxn07431_c0,0.0
12,14,10.0,rxn00836_c0,0.0
12,14,10.0,rxn00423_c0,0.0
12,14,10.0,rxn00364_c0,8.240597791240364e-05
12,14,10.0,rxn05561_c0,0.0
12,14,10.0,rxn03408_c0,0.0
12,14,10.0,rxn02177_c0,0.0
12,14,10.0,rxn05250_c0,0.0
12,14,10.0,rxn00646_c0,0.0
12,14,10.0,rxn01673_c0,0.0
12,14,10.0,rxn00247_c0,0.0
12,14,10.0,rxn05625_c0,0.0
12,14,10.0,rxn02342_c0,0.002165640982452581
12,14,10.0,rxn00022_c0,0.0
12,14,10.0,rxn02000_c0,0.0
12,14,10.0,rxn03239_c0,0.0
12,14,10.0,rxn05457_c0,0.0
12,14,10.0,rxn00107_c0,0.0
12,14,10.0,rxn12008_c0,0.0
12,14,10.0,rxn04070_c0,2.7501554596180466e-07
12,14,10.0,rxn00199_c0,0.0
12,14,10.0,rxn03433_c0,0.0
12,14,10.0,rxn10231_c0,0.0
12,14,10.0,rxn02944_c0,0.0
12,14,10.0,rxn01867_c0,0.0
12,14,10.0,rxn10270_c0,0.0
12,14,10.0,rxn09240_c0,0.0
12,14,10.0,rxn01219_c0,0.0
12,14,10.0,rxn00800_c0,0.0
12,14,10.0,rxn01705_c0,0.0
12,14,10.0,rxn09177_c0,0.0
12,14,10.0,rxn00211_c0,0.0
12,14,10.0,rxn00179_c0,0.0
12,14,10.0,rxn00587_c0,0.0
12,14,10.0,rxn01210_c0,0.0
12,14,10.0,rxn00192_c0,0.0
12,14,10.0,rxn01218_c0,0.0
12,14,10.0,rxn05654_c0,0.0
12,14,10.0,rxn00545_c0,0.0
12,14,10.0,rxn08807_c0,0.0
12,14,10.0,rxn02316_c0,0.0
12,14,10.0,rxn00501_c0,0.0
12,14,10.0,rxn02320_c0,-1.3149322743134342e-05
12,14,10.0,rxn03384_c0,0.0
12,14,10.0,rxn02504_c0,8.250466378854138e-07
12,14,10.0,rxn04996_c0,0.0
12,14,10.0,rxn00262_c0,0.0
12,14,10.0,rxn03173_c0,0.0
12,14,10.0,rxn03039_c0,0.0
12,14,10.0,rxn10262_c0,0.0
12,14,10.0,rxn10209_c0,0.0
12,14,10.0,rxn08084_c0,0.0
12,14,10.0,rxn10225_c0,0.0
12,14,10.0,rxn00898_c0,0.0
12,14,10.0,rxn05334_c0,4.4621905324225334e-05
12,14,10.0,rxn10205_c0,0.0
12,14,10.0,rxn05040_c0,1.1000621838472182e-06
12,14,10.0,rxn00890_c0,0.0
12,14,10.0,rxn05377_c0,0.0
12,14,10.0,rxn08556_c0,0.0
12,14,10.0,rxn01843_c0,0.0
12,14,10.0,rxn00816_c0,0.0
12,14,10.0,rxn02988_c0,5.500310919247326e-07
12,14,10.0,rxn04792_c0,0.0
12,14,10.0,rxn01021_c0,0.0
12,14,10.0,rxn00165_c0,0.0
12,14,10.0,rxn10228_c0,0.0
12,14,10.0,rxn01117_c0,-1.1027600168113627e-05
12,14,10.0,rxn08137_c0,0.0
12,14,10.0,rxn00001_c0,0.0
12,14,10.0,rxn05369_c0,0.0
12,14,10.0,rxn01331_c0,2.7501554596180456e-07
12,14,10.0,rxn08895_c0,0.0
12,14,10.0,rxn00671_c0,0.0
12,14,10.0,rxn11268_c0,0.0
12,14,10.0,rxn00710_c0,1.0251382446877221e-05
12,14,10.0,rxn08817_c0,0.0
12,14,10.0,rxn00910_c0,0.0
12,14,10.0,rxn11944_c0,0.0
12,14,10.0,rxn01129_c0,0.0
12,14,10.0,rxn08296_c0,0.0
12,14,10.0,rxn01297_c0,0.0001482569460500089
12,14,10.0,rxn01962_c0,0.0
12,14,10.0,rxn10254_c0,0.0
12,14,10.0,rxn01682_c0,7.830495566136197e-06
12,14,10.0,rxn08796_c0,0.0
12,14,10.0,rxn08941_c0,0.0
12,14,10.0,rxn03181_c0,5.513800084056814e-06
12,14,10.0,rxn09360_c0,0.0
12,14,10.0,rxn02331_c0,1.1027600168113628e-05
12,14,10.0,rxn00337_c0,6.910380359545555e-05
12,14,10.0,rxn05221_c0,0.0
12,14,10.0,rxn08308_c0,0.0
12,14,10.0,rxn01930_c0,0.0
12,14,10.0,rxn00208_c0,0.0
12,14,10.0,rxn08823_c0,0.0
12,14,10.0,rxn00140_c0,0.0
12,14,10.0,rxn05346_c0,4.462190532422532e-05
12,14,10.0,rxn00867_c0,0.0
12,14,10.0,rxn00452_c0,0.0
12,14,10.0,rxn03248_c0,0.0
12,14,10.0,rxn08127_c0,0.0
12,14,10.0,rxn05386_c0,0.0
12,14,10.0,rxn05733_c0,0.0
12,14,10.0,rxn00416_c0,3.331654245591913e-05
12,14,10.0,rxn00827_c0,0.0
12,14,10.0,rxn02270_c0,0.0
12,14,10.0,rxn09206_c0,0.0
12,14,10.0,rxn02376_c0,0.0006517074969997182
12,14,10.0,rxn08017_c0,0.0
12,14,10.0,rxn09209_c0,0.0
