substrate,dissipation_lb,feasible,growth_rate,NaNQR_flux,Na_EX_flux,ATPsyn_flux,NaH_anti_flux,flagella_flux,symporter_flux,acetate,pyruvate,succinate,formate,lactate,fumarate,NH3_secretion,na_medium_import_flag
alanine,244,True,0.09717590703993473,39.263961119819385,-1.2713377912771116e-14,-1.6439530857819216,-167.96926357879536,244.0,20.0,17.740538874002688,0.0,0.0,0.0,0.0,0.0,18.993473641702746,False
alanine,248,True,0.08917130184719424,39.324590352124176,-1.9422194721884784e-14,-2.590909174270266,-171.64230611761968,248.0,20.0,17.92665593545207,0.0,0.0,0.0,0.0,0.0,19.076383555895177,False
alanine,252,True,0.08116669665445402,39.385219584428995,7.042557054562194e-16,-3.537865262739457,-175.31534865636723,252.0,20.0,18.11277299690252,0.0,0.0,0.0,0.0,0.0,19.15929347008903,False
alanine,256,True,0.07316209146170405,39.44584881673385,-4.6257461958339453e-14,-4.484821351224943,-178.98839119518001,256.0,20.0,18.298890058352075,0.0,0.0,0.0,0.0,0.0,19.242203384281545,False
alanine,260,True,0.06515748626895615,39.50647804903868,7.042557054562194e-16,-5.4317774397118415,-182.66143373399845,260.0,20.0,18.485007119801548,0.0,0.0,0.0,0.0,0.0,19.325113298474008,False
alanine,264,True,0.05715288107621253,39.56710728134351,-1.9422194721884784e-14,-6.3787335281978885,-186.33447627281353,264.0,20.0,18.67112418125107,0.0,0.0,0.0,0.0,0.0,19.408023212666475,False
alanine,268,True,0.049148275883465396,39.62773651364834,-1.9422194721884784e-14,-7.325689616684132,-190.0075188116294,268.0,20.0,18.857241242700578,0.0,0.0,0.0,0.0,0.0,19.490933126858952,False
alanine,272,True,0.041143670690722,39.688365745953156,-1.9422194721884784e-14,-8.272645705171032,-193.68056135044787,272.0,20.0,19.043358304150058,0.0,0.0,0.0,0.0,0.0,19.57384304105142,False
alanine,276,True,0.03313906549797077,39.748994978258004,-1.9422194721884784e-14,-9.219601793657173,-197.35360388926333,276.0,20.0,19.229475365599562,0.0,0.0,0.0,0.0,0.0,19.656752955243913,False
alanine,280,True,0.025134460305225852,39.80962421056283,-2.6131011530998452e-14,-10.16655788214342,-201.02664642807918,280.0,20.0,19.415592427049077,0.0,0.0,0.0,0.0,0.0,19.739662869436394,False
alanine,284,True,0.017129855112482873,39.870253442867636,-1.9422194721884784e-14,-11.113513970630317,-204.69968896689767,284.0,20.0,19.60170948849855,0.0,0.0,0.0,0.0,0.0,19.822572783628832,False
alanine,288,True,0.009125249919737078,39.93088267517248,-2.6131011530998452e-14,-12.060470059117065,-208.3727315057156,288.0,20.0,19.78782654994807,0.0,0.0,0.0,0.0,0.0,19.905482697821313,False
alanine,292,True,0.001120644726979278,39.99151190747739,-1.9422194721884784e-14,-13.007426147604953,-212.0457740445379,292.0,20.0,19.973943611397488,0.0,0.0,0.0,0.0,0.0,19.988392612013463,False
alanine,296,False,,,,,,,,,,,,,,,
alanine,300,False,,,,,,,,,,,,,,,
aspartate,0,True,0.610695900394418,27.77608404507008,-2.9995680181937875e-14,49.10618668466243,39.05820215250442,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.674548153195568,False
aspartate,4,True,0.6067403598775153,28.081958233490973,3.548403863630465e-15,48.63824066036418,35.67962710125917,4.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71551875910868,False
aspartate,8,True,0.6027848193593531,28.387832421377368,1.9399545907363063e-16,48.17029463528722,32.30105204894798,8.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75648936503444,False
aspartate,12,True,0.5988292788439104,28.693706610422975,6.902812268187298e-15,47.702348611899176,28.922476998948905,12.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.797459970932591,False
aspartate,16,True,0.5948737383270781,28.99958079887697,-1.4832087432047864e-15,47.234402587649065,25.543901947769697,16.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.838430576844788,False
aspartate,20,True,0.5909181978102417,29.305454987328005,1.871199661352048e-15,46.766456563394755,22.165326896584737,20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879401182757114,False
aspartate,24,True,0.5869626572934056,29.61132917577883,5.225608065908882e-15,46.29851053914014,18.786751845399273,24.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.920371788669442,False
aspartate,28,True,0.5830071167765691,29.917203364229756,5.225608065908882e-15,45.83056451488564,15.408176794214008,28.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.961342394581783,False
aspartate,32,True,0.5790515762597316,30.22307755268062,-1.4832087432047864e-15,45.36261849063104,12.02960174302858,32.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.002313000494102,False
aspartate,36,True,0.5750960357428889,30.52895174112905,-1.6578046563710542e-14,44.89467246637291,8.65102669183846,36.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04328360640647,False
aspartate,40,True,0.571140495226052,30.83482592957981,-1.9932454968267376e-14,44.426726442118216,5.272451640652939,40.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.084254212318804,False
aspartate,44,True,0.5671849547092117,31.14070011802901,-2.1609659170545793e-14,43.95878041786122,1.8938765894642655,44.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.125224818231173,False
