,PC1,PC2,PC3,PC4,PC5
rxn00527_c0,-0.12096056167954101,0.029411681378947736,-0.02085490649062402,-0.004207240014182387,0.021409867810669815
rxn05322_c0,4.572525360131001e-18,7.720035327958024e-18,-9.769161679857743e-18,-1.5864587545243656e-18,2.1530669627715383e-17
rxn00966_c0,0.12095297819733787,-0.0293941732267505,0.020871565007107618,0.004241012195286509,-0.0214016535424066
rxn02011_c0,-0.0160501032783432,-0.030298192005289132,-0.06607437043422369,0.018654535742258362,-0.11355745310780654
rxn00173_c0,0.017383840613861744,-0.06449424564347438,-0.009972157111078926,-0.01892769280627089,0.05522793965104987
rxn09176_c0,0.019945276068239953,0.005054400750086543,-0.036022395946915045,0.09330963684021913,0.019885749416806164
rxn01669_c0,0.04435351915202852,-0.014954470668907822,-0.04123256250105387,-0.10772536681865647,-0.027690262424227483
rxn00508_c0,0.020009312393062584,0.028239644628645928,-0.05119914537106527,0.1313621536054804,0.058236984760951904
rxn01896_c0,-0.007849516146431602,-0.039843834627858656,-0.01611516858269846,0.0024017878230580625,0.10212765636067786
rxn08352_c0,0.04714854844189736,-0.061287535161003236,-0.045390950356876444,0.011962304159662037,0.07850331739162095
rxn09106_c0,-1.2522030411706773e-19,8.829144631491064e-20,1.4499151686083427e-19,2.963845346359346e-20,1.5072085235617841e-19
rxn00187_c0,0.012437664033504254,0.02744046822027758,0.06764517311492806,-0.023692141929075906,0.11367832052095486
rxn00772_c0,0.12073535485825003,-0.023258291038311365,0.028578150945401032,0.0013337037677514148,-0.027716805308592506
rxn02503_c0,0.050193092484725386,0.03964898432911595,0.022395412293335137,0.05662260093065461,-0.040660516491097184
rxn05338_c0,-5.285877227351095e-19,-6.647156188624561e-18,8.996121073607785e-18,1.0454968964884834e-18,-1.9632117537068792e-17
rxn03135_c0,3.5670440403746877e-19,-4.325600368387234e-19,4.822746892281354e-19,-7.271292924049564e-19,-6.343417175675622e-20
rxn05337_c0,-1.9358489100608224e-18,-5.341789982272415e-18,1.3844184784590008e-17,1.9544594253008284e-18,-2.1391975911788074e-17
rxn03147_c0,-0.07164061540745598,-0.09198358053827174,0.03568006205216324,-0.005817193130604308,0.00688316961728606
rxn03843_c0,-1.4201031206199157e-19,1.7265308178703604e-20,5.528810190510267e-20,-4.823874069445406e-19,2.2093750601929774e-19
rxn01116_c0,-0.12096056167952089,0.029411681378123687,-0.020854906494439274,-0.00420724001232622,0.02140986780967345
rxn02811_c0,-0.010613941479087619,-0.11535383928156882,0.042015011013305965,0.05002431813135915,-0.00412451443572453
rxn03062_c0,0.010613941479087608,0.11535383928156887,-0.042015011013305945,-0.050024318131359144,0.004124514435724554
rxn00863_c0,-1.1402327852702407e-19,-6.562453730642533e-19,7.369199037780568e-19,-1.2976790680779443e-18,1.2520529559102416e-19
rxn09113_c0,-5.90897764688076e-20,-1.113917305525271e-19,1.300348845131173e-19,1.361467480709487e-19,2.8267296386759965e-19
rxn02402_c0,-0.04435475984316279,0.014952941300785564,0.041232610622979886,0.10772407554544505,0.027691519567358675
rxn05465_c0,-1.1191454858672254e-18,8.524586788977905e-17,-3.5237594836723735e-17,-6.205683951206595e-18,1.3549093202735067e-16
rxn05347_c0,0.010681124044349776,0.028323909380666343,0.08608859774149377,-0.04483878919831759,0.02184761717438939
rxn00113_c0,-0.02000931239306265,-0.02823964462864596,0.051199145371065256,-0.13136215360548043,-0.0582369847609519
rxn00611_c0,0.005392952312167589,-0.06561230731591011,0.047857906064067465,-0.024097535151282417,0.11210314711636088
rxn35550_c0,0.011703572770780931,-0.027173416145367287,-0.03555751481931323,-0.03168735148648803,0.03581615232100367
rxn01678_c0,2.068329954218568e-20,9.21345695288062e-20,-2.5417342895639257e-21,5.928797041511545e-20,5.911013953272812e-20
rxn02286_c0,-0.0160501032783432,-0.030298192005289132,-0.06607437043422369,0.018654535742258362,-0.11355745310780654
rxn00872_c0,0.0034338490007897763,0.018526370328970775,0.00938234817098507,0.007158949368296121,-0.002798706514312049
rxn00832_c0,0.07161529075424601,0.09200426246175805,-0.03575659976294712,0.005780215706208905,-0.006907901872598953
rxn01106_c0,-0.019102082435132575,-0.043548968496401254,-0.1112991772260275,0.046172580705024245,-0.09628444905177581
rxn00931_c0,-0.0032543250161924035,-0.1207233631720099,0.027887041313029784,0.05098858089463977,4.253890796194046e-05
rxn00066_c0,0.049235113333931914,-0.03553464149611944,-0.007214041555449174,-0.0024579816880465444,0.1073819613388535
rxn08756_c0,0.012726377148458177,-0.07341406019076227,0.01369199304751875,0.01366197828762043,0.005039361696456926
rxn05115_c0,-0.07164224359054276,-0.09198860196308563,0.035676386102935546,-0.005815187193741199,0.006915862922689226
rxn01573_c0,0.011407351173473784,-0.02673607135965018,-0.03558412203147887,-0.031331166883870616,0.03807511634709379
rxn00650_c0,1.2558411734540662e-21,1.6257095036574535e-21,-1.4543354293360499e-21,3.13056924690915e-21,-2.0537564121072506e-21
rxn03167_c0,0.05022150327894375,0.03944632298758134,0.022257734531873404,0.056725935872867395,-0.04062630546367838
rxn03005_c0,0.07155117786896796,0.09199990236256421,-0.036323644102569615,0.00586388636410977,-0.0038948754471430764
rxn03437_c0,-0.011703572770780948,0.02717341614536732,0.03555751481931324,0.03168735148648804,-0.035816152321003575
rxn01353_c0,3.17084512285677e-20,2.2684843725566856e-20,-4.034237246156153e-20,-7.814175532021796e-21,-2.5392913726692275e-20
rxn04139_c0,0.120963864438773,-0.0294097384735839,0.020820455011351956,0.004215012252415861,-0.021392112419568697
rxn00616_c0,0.006870536823929293,0.12135635725950862,0.012773362950474505,0.01873379192765296,-0.03605999729002411
rxn06723_c0,1.7269846102223562e-19,-3.4693401842908865e-19,1.419697942996601e-19,-2.645548163118818e-19,8.460379037769468e-20
rxn00313_c0,1.373113103698554e-18,6.698636274886614e-19,2.018596758805529e-19,2.0280590573556844e-18,-1.2947019406562961e-19
rxn02949_c0,0.021605694911223678,-0.02394944926797119,-0.09953860992264268,-0.09414905090147876,0.027121318759952873
rxn00804_c0,-0.010750960129945275,-0.11450581732018394,0.04178224451951545,0.05029556124966738,-0.0031601801533683977
