CleanName,Method,replicateID,timepoint,nM
2_keto_3_deoxy_6_phosphogluconate,AN,C,14,3.614260284
2_keto_3_deoxy_6_phosphogluconate,AN,B,10,1.714231904
2_keto_3_deoxy_6_phosphogluconate,AN,C,10,5.3324269
2_keto_3_deoxy_6_phosphogluconate,AN,A,10,5.082281834
2_keto_3_deoxy_6_phosphogluconate,AN,C,26,7.774483634
2_keto_3_deoxy_6_phosphogluconate,AN,B,26,6.496208874
2_keto_3_deoxy_6_phosphogluconate,AN,A,26,8.275450652
2_keto_3_deoxy_6_phosphogluconate,AN,B,18,2.214666027
2_keto_3_deoxy_6_phosphogluconate,AN,A,18,0.124522832
2_keto_3_deoxy_6_phosphogluconate,AN,C,18,4.286079752
2_keto_3_deoxy_6_phosphogluconate,AN,A,36,7.380232665
2_keto_3_deoxy_6_phosphogluconate,AN,B,36,8.554712522
2_keto_3_deoxy_6_phosphogluconate,AN,C,36,7.520321133
2_keto_3_deoxy_6_phosphogluconate,AN,A,30,7.251083536
2_keto_3_deoxy_6_phosphogluconate,AN,C,30,6.112186246
2_keto_3_deoxy_6_phosphogluconate,AN,B,30,5.797711661
2_keto_3_deoxy_6_phosphogluconate,AN,B,40,5.893009612
2_keto_3_deoxy_6_phosphogluconate,AN,C,40,6.276403402
2_keto_3_deoxy_6_phosphogluconate,AN,A,40,7.414396788
2_keto_3_deoxy_6_phosphogluconate,AN,B,28,3.648642923
2_keto_3_deoxy_6_phosphogluconate,AN,A,28,6.168255077
2_keto_3_deoxy_6_phosphogluconate,AN,C,28,3.629218075
glutamic_acid,AN,A,4,214.4299277
glutamic_acid,AN,B,4,228.631746
glutamic_acid,AN,C,4,284.9073665
glutamic_acid,AN,C,32,725.3251849
glutamic_acid,AN,A,32,378.8753417
glutamic_acid,AN,B,32,1063.05945
glutamic_acid,AN,A,24,754.2535893
glutamic_acid,AN,B,24,458.657918
glutamic_acid,AN,C,24,258.0316122
glutamic_acid,AN,A,16,215.6896971
glutamic_acid,AN,C,16,676.3579223
glutamic_acid,AN,B,16,1003.662641
glutamic_acid,AN,C,22,560.4573795
glutamic_acid,AN,B,22,275.9520251
glutamic_acid,AN,A,22,228.8377618
glutamic_acid,AN,C,2,498.9008697
glutamic_acid,AN,A,2,726.5431517
glutamic_acid,AN,B,2,680.4799019
glutamic_acid,AN,B,46,660.4678525
glutamic_acid,AN,A,46,317.6349055
glutamic_acid,AN,C,46,400.0772209
glutamic_acid,AN,B,34,531.3898892
glutamic_acid,AN,A,34,463.6408357
glutamic_acid,AN,C,34,717.0466893
glutamic_acid,AN,B,44,398.4895692
glutamic_acid,AN,A,44,245.1903063
glutamic_acid,AN,C,44,281.9208655
glutamic_acid,AN,C,8,302.6497086
glutamic_acid,AN,B,8,236.0424324
glutamic_acid,AN,A,8,220.2151574
glutamic_acid,AN,B,12,1737.161136
glutamic_acid,AN,A,12,1638.674544
glutamic_acid,AN,C,12,2044.407632
glutamic_acid,AN,A,6,752.6900894
glutamic_acid,AN,C,6,373.1999064
glutamic_acid,AN,B,6,419.4451131
glutamic_acid,AN,A,0,341.0257893
glutamic_acid,AN,C,0,206.0828998
glutamic_acid,AN,B,0,683.6178378
glutamic_acid,AN,C,20,333.3076635
glutamic_acid,AN,B,20,347.8762762
glutamic_acid,AN,A,20,303.985146
glutamic_acid,AN,B,38,870.9324355
glutamic_acid,AN,A,38,1306.140322
glutamic_acid,AN,C,38,575.485657
glutamic_acid,AN,C,42,235.5582498
glutamic_acid,AN,A,42,212.5697488
glutamic_acid,AN,B,42,133.7304162
glutamic_acid,AN,A,14,685.6576421
glutamic_acid,AN,B,14,357.860823
glutamic_acid,AN,C,14,396.8773348
glutamic_acid,AN,B,10,1064.613923
glutamic_acid,AN,C,10,1008.125501
glutamic_acid,AN,A,10,748.0283057
glutamic_acid,AN,C,26,390.6306994
glutamic_acid,AN,B,26,244.2748294
glutamic_acid,AN,A,26,216.2081486
glutamic_acid,AN,B,18,249.232242
glutamic_acid,AN,A,18,210.7829672
glutamic_acid,AN,C,18,281.4091926
glutamic_acid,AN,A,36,680.6336591
glutamic_acid,AN,B,36,873.8872621
glutamic_acid,AN,C,36,523.2419017
glutamic_acid,AN,A,30,385.5433258
glutamic_acid,AN,C,30,468.6726481
glutamic_acid,AN,B,30,225.4130424
glutamic_acid,AN,B,40,713.0556397
glutamic_acid,AN,C,40,719.669686
glutamic_acid,AN,A,40,268.7129582
glutamic_acid,AN,B,28,325.6684687
glutamic_acid,AN,A,28,595.0384773
glutamic_acid,AN,C,28,580.9970448
glutathione_oxidized,AN,A,4,9.317016966
glutathione_oxidized,AN,B,4,5.285348908
glutathione_oxidized,AN,C,4,5.082262176
glutathione_oxidized,AN,C,32,33.71432824
glutathione_oxidized,AN,A,32,44.19016676
glutathione_oxidized,AN,B,32,16.21866493
glutathione_oxidized,AN,A,24,6.771618569
glutathione_oxidized,AN,B,24,23.20079989
glutathione_oxidized,AN,C,24,21.50630342
glutathione_oxidized,AN,A,16,16.21055489
glutathione_oxidized,AN,C,16,10.31700558
glutathione_oxidized,AN,B,16,3.386145841
glutathione_oxidized,AN,C,22,22.94707756
glutathione_oxidized,AN,B,22,16.36944801
glutathione_oxidized,AN,A,22,9.946210883
glutathione_oxidized,AN,C,2,3.322510213
glutathione_oxidized,AN,A,2,1.635235062
glutathione_oxidized,AN,B,2,2.471803188
glutathione_oxidized,AN,B,46,41.49425514
glutathione_oxidized,AN,A,46,36.9418811
glutathione_oxidized,AN,C,46,22.12872446
glutathione_oxidized,AN,B,34,26.54928495
glutathione_oxidized,AN,A,34,18.30872335
glutathione_oxidized,AN,C,34,42.3168566
glutathione_oxidized,AN,B,44,24.05797105
glutathione_oxidized,AN,A,44,32.18244806
glutathione_oxidized,AN,C,44,26.16042105
glutathione_oxidized,AN,C,8,7.863681926
glutathione_oxidized,AN,B,8,11.93190336
glutathione_oxidized,AN,A,8,4.892769735
glutathione_oxidized,AN,B,12,16.0699519
glutathione_oxidized,AN,A,12,3.321143321
glutathione_oxidized,AN,C,12,4.227578982
glutathione_oxidized,AN,A,6,1.823048123
glutathione_oxidized,AN,C,6,23.31559629
glutathione_oxidized,AN,C,0,10.32472563
glutathione_oxidized,AN,B,0,2.487703551
glutathione_oxidized,AN,C,20,19.4714538
glutathione_oxidized,AN,B,20,8.808681033
glutathione_oxidized,AN,A,20,25.98933018
glutathione_oxidized,AN,B,38,19.6424047
glutathione_oxidized,AN,A,38,6.564807692
glutathione_oxidized,AN,C,38,30.05056333
glutathione_oxidized,AN,C,42,16.7032811
glutathione_oxidized,AN,A,42,17.91282032
glutathione_oxidized,AN,B,42,32.51944305
glutathione_oxidized,AN,A,14,96.74290741
glutathione_oxidized,AN,B,14,21.74760452
glutathione_oxidized,AN,C,14,8.698087238
glutathione_oxidized,AN,B,10,3.284761922
glutathione_oxidized,AN,C,10,0.028550659
glutathione_oxidized,AN,A,10,17.58490651
glutathione_oxidized,AN,C,26,19.00954715
glutathione_oxidized,AN,B,26,48.3508403
glutathione_oxidized,AN,A,26,26.98409828
glutathione_oxidized,AN,B,18,20.19147707
glutathione_oxidized,AN,A,18,15.83220604
glutathione_oxidized,AN,C,18,4.407935298
glutathione_oxidized,AN,A,36,19.52395692
glutathione_oxidized,AN,B,36,118.1380956
glutathione_oxidized,AN,C,36,41.38243227
glutathione_oxidized,AN,A,30,41.16477883
glutathione_oxidized,AN,C,30,9.477831815
glutathione_oxidized,AN,B,30,44.48825409
glutathione_oxidized,AN,B,40,39.7306366
glutathione_oxidized,AN,C,40,36.67232792
glutathione_oxidized,AN,A,40,37.69474904
glutathione_oxidized,AN,B,28,30.84128681
glutathione_oxidized,AN,A,28,14.34396037
glutathione_oxidized,AN,C,28,21.09900429
uridine_5_monophosphate,AN,A,4,2.060838004
uridine_5_monophosphate,AN,B,4,2.760664548
uridine_5_monophosphate,AN,C,4,2.379524056
uridine_5_monophosphate,AN,C,32,5.339144249
uridine_5_monophosphate,AN,A,32,4.371057697
uridine_5_monophosphate,AN,B,32,6.315126774
uridine_5_monophosphate,AN,A,24,1.907909575
uridine_5_monophosphate,AN,B,24,4.340951316
uridine_5_monophosphate,AN,C,24,2.905825308
uridine_5_monophosphate,AN,A,16,2.655632725
uridine_5_monophosphate,AN,C,16,3.776770999
uridine_5_monophosphate,AN,B,16,3.597729607
uridine_5_monophosphate,AN,C,22,3.254929692
uridine_5_monophosphate,AN,B,22,3.101470248
uridine_5_monophosphate,AN,A,22,3.161210618
uridine_5_monophosphate,AN,C,2,1.981073581
uridine_5_monophosphate,AN,A,2,1.814945354
uridine_5_monophosphate,AN,B,2,2.399621711
uridine_5_monophosphate,AN,B,46,5.968095343
uridine_5_monophosphate,AN,A,46,5.625940729
uridine_5_monophosphate,AN,C,46,5.347324173
uridine_5_monophosphate,AN,B,34,5.583756228
uridine_5_monophosphate,AN,A,34,5.261539568
uridine_5_monophosphate,AN,C,34,5.883665582
uridine_5_monophosphate,AN,B,44,6.137883063
uridine_5_monophosphate,AN,A,44,4.515503397
uridine_5_monophosphate,AN,C,44,4.95241061
uridine_5_monophosphate,AN,C,8,2.23074591
uridine_5_monophosphate,AN,B,8,2.479489991
uridine_5_monophosphate,AN,A,8,1.927971174
uridine_5_monophosphate,AN,B,12,5.789674093
uridine_5_monophosphate,AN,A,12,5.625551426
uridine_5_monophosphate,AN,C,12,6.97416141
uridine_5_monophosphate,AN,A,6,2.127452632
uridine_5_monophosphate,AN,C,6,1.616869806
uridine_5_monophosphate,AN,B,6,2.079959398
uridine_5_monophosphate,AN,A,0,0.064747964
uridine_5_monophosphate,AN,C,0,1.716743399
uridine_5_monophosphate,AN,B,0,2.764373211
uridine_5_monophosphate,AN,C,20,2.910135788
uridine_5_monophosphate,AN,B,20,3.074464176
uridine_5_monophosphate,AN,A,20,3.352029865
uridine_5_monophosphate,AN,B,38,6.988328247
uridine_5_monophosphate,AN,A,38,6.229942827
uridine_5_monophosphate,AN,C,38,6.606017204
uridine_5_monophosphate,AN,C,42,5.679195351
uridine_5_monophosphate,AN,A,42,5.284414852
uridine_5_monophosphate,AN,B,42,5.270690078
uridine_5_monophosphate,AN,A,14,7.788241649
uridine_5_monophosphate,AN,B,14,3.454064683
uridine_5_monophosphate,AN,C,14,2.960996485
uridine_5_monophosphate,AN,B,10,2.718214373
uridine_5_monophosphate,AN,C,10,2.855782898
uridine_5_monophosphate,AN,A,10,3.826199488
uridine_5_monophosphate,AN,C,26,3.615625929
uridine_5_monophosphate,AN,B,26,4.03537867
uridine_5_monophosphate,AN,A,26,3.299185919
uridine_5_monophosphate,AN,B,18,3.55736686
uridine_5_monophosphate,AN,A,18,2.877527871
uridine_5_monophosphate,AN,C,18,2.530094503
uridine_5_monophosphate,AN,A,36,6.063076978
uridine_5_monophosphate,AN,B,36,11.92085935
uridine_5_monophosphate,AN,C,36,6.034793637
uridine_5_monophosphate,AN,A,30,4.038615081
uridine_5_monophosphate,AN,C,30,4.311932582
uridine_5_monophosphate,AN,B,30,4.473343754
uridine_5_monophosphate,AN,B,40,6.749784396
uridine_5_monophosphate,AN,C,40,7.260735201
uridine_5_monophosphate,AN,A,40,6.180476262
uridine_5_monophosphate,AN,B,28,4.150309517
uridine_5_monophosphate,AN,A,28,4.310701551
uridine_5_monophosphate,AN,C,28,4.675662024
desthiobiotin,PPL,B,0,0.1295585894956854
desthiobiotin,PPL,C,0,0.1578247223020785
desthiobiotin,PPL,A,2,2.576830961690302
desthiobiotin,PPL,B,2,2.3561554004151932
desthiobiotin,PPL,C,2,5.019232101151616
desthiobiotin,PPL,A,4,5.166234578495174
desthiobiotin,PPL,B,4,1.6923151706623851
desthiobiotin,PPL,C,4,1.2511817251897237
desthiobiotin,PPL,A,6,5.765518700706859
desthiobiotin,PPL,B,6,5.088281329163492
desthiobiotin,PPL,C,6,3.4092826783174446
desthiobiotin,PPL,A,0,5.992756684939377
desthiobiotin,PPL,A,10,6.130535068789027
desthiobiotin,PPL,B,10,0.6333327993898125
desthiobiotin,PPL,C,10,11.282366356416205
desthiobiotin,PPL,A,12,14.718805294703731
desthiobiotin,PPL,B,12,0.6615005901391338
desthiobiotin,PPL,C,12,8.898087125653852
desthiobiotin,PPL,A,14,10.41844252304468
desthiobiotin,PPL,B,14,4.044705597352565
desthiobiotin,PPL,C,14,10.863361054700324
desthiobiotin,PPL,A,16,10.42494143577202
desthiobiotin,PPL,B,16,12.35774771906563
desthiobiotin,PPL,C,16,12.865476210591163
desthiobiotin,PPL,A,18,10.5268605564416
desthiobiotin,PPL,B,18,7.07933569965079
desthiobiotin,PPL,C,18,10.739796117340749
desthiobiotin,PPL,A,20,8.636262512526622
desthiobiotin,PPL,B,20,11.0455321839326
desthiobiotin,PPL,C,20,7.811075813760028
desthiobiotin,PPL,A,22,5.732246788136516
desthiobiotin,PPL,B,22,13.051532403232676
desthiobiotin,PPL,C,22,0.3951199839831449
desthiobiotin,PPL,A,24,6.493085071226243
desthiobiotin,PPL,B,24,4.889646936459656
desthiobiotin,PPL,C,24,1.3049504753424983
desthiobiotin,PPL,A,26,2.905852796593472
desthiobiotin,PPL,B,26,2.596029891977908
desthiobiotin,PPL,C,26,6.10542528095547
desthiobiotin,PPL,A,28,14.581332822933698
desthiobiotin,PPL,B,28,8.891284696189867
desthiobiotin,PPL,C,28,15.970525531452289
desthiobiotin,PPL,A,30,1.314309574382568
desthiobiotin,PPL,B,30,19.647442665997406
desthiobiotin,PPL,C,30,19.52172190797137
desthiobiotin,PPL,A,32,11.506546872753855
desthiobiotin,PPL,B,32,14.027318976895732
desthiobiotin,PPL,C,32,14.931891703527173
desthiobiotin,PPL,A,34,20.184211390240502
desthiobiotin,PPL,B,34,11.945653064658377
desthiobiotin,PPL,C,34,49.20747062310886
desthiobiotin,PPL,A,36,10.1382094596945
desthiobiotin,PPL,B,36,19.137127315194423
desthiobiotin,PPL,C,36,21.418537257100834
desthiobiotin,PPL,A,38,1.4129116457483526
desthiobiotin,PPL,B,38,20.481192577808763
desthiobiotin,PPL,C,38,5.611041805711693
desthiobiotin,PPL,A,40,20.61276804389634
desthiobiotin,PPL,B,40,19.4749851183575
desthiobiotin,PPL,C,40,0.8042215106836396
desthiobiotin,PPL,A,42,1.0439453955855102
desthiobiotin,PPL,B,42,2.8109790340186387
desthiobiotin,PPL,C,42,1.2316695858467714
desthiobiotin,PPL,A,44,20.92686883748039
desthiobiotin,PPL,B,44,1.0679837721291834
desthiobiotin,PPL,C,44,6.858531080159778
desthiobiotin,PPL,A,46,3.3229870220358313
desthiobiotin,PPL,B,46,1.6260169861947462
desthiobiotin,PPL,C,46,6.282635672562967
desthiobiotin,PPL,A,8,2.3772762358991395
desthiobiotin,PPL,B,8,0.7982582737841777
desthiobiotin,PPL,C,8,2.773153226914352
