ids,glutamic acid,alanine,valine,aspartate,isoleucine,leucine,glycine,proline,cocktail,reaction_name,reaction_string
bio1_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GramNegativeBiomass,"53.633320980147 H2O + 53.633320980147 ATP + 0.00214538736074901 NAD + 0.00214538736074901 NADP + 0.00214538736074901 CoA + 0.00214538736074901 FAD + 0.00214538736074901 Pyridoxal phosphate + 0.00214538736074901 S-Adenosyl-L-methionine + 0.00214538736074901 Heme + 0.00214538736074901 Mn2+ + 0.00214538736074901 Zn2+ + 0.00214538736074901 GSH + 0.00214538736074901 Sulfate + 0.00214538736074901 TPP + 0.00214538736074901 Cu2+ + 0.00214538736074901 Ca2+ + 0.00214538736074901 Tetrahydrofolate + 0.00214538736074901 Cl- + 0.00214538736074901 Putrescine + 0.00214538736074901 Co2+ + 0.00214538736074901 10-Formyltetrahydrofolate + 0.00214538736074901 K+ + 0.00214538736074901 Riboflavin + 0.00214538736074901 Mg + 0.00214538736074901 Spermidine + 0.00214538736074901 5-Methyltetrahydrofolate + 0.00214538736074901 Siroheme + 0.0430129757525606 Bactoprenyl diphosphate + 0.0430129757525606 Lauroyl-KDO2-lipid IV(A) + 0.00214538736074901 Fe2+ + 0.00214538736074901 fe3 + 0.0163135131592289 DNA + 0.256322490462084 mRNA + 0.729636548111881 Protein + 0.033257289617049 phosphatidylethanolamine dioctadecanoyl + 0.033257289617049 1,2-dioctadecanoyl-sn-glycero-3-phosphoglycerol + 0.00214538736074901 Ubiquinone-8 --> 53.633320980147 ADP + 53.6311755927863 Phosphate + 53.633320980147 H+ + Biomass"
rxn00692_c0,0.7066062158862695,0.583183880942808,0.5172411283127,0.6095219809439163,0.5699570453582797,0.4973345924242138,6.0432163961766825e-15,0.6985589201317306,0.6452166720556992,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase [c0]",H2O + Glycine + 5-10-Methylenetetrahydrofolate <=> L-Serine + Tetrahydrofolate
rxn03130_c0,8.822801560016502e-16,8.254878515413272e-16,5.739524879349182e-17,-1.535061948501075e-16,-2.8585628005202287e-16,1.3075968584900843e-16,6.186571271710039e-16,-6.459592339096292e-16,2.619037482415539e-16,"UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase [c0]","H2O + UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine --> 2.0 H+ + UMP + Lipid X"
rxn02939_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4-phospho-D-erythronate:NAD+ 2-oxidoreductase [c0],NAD + 4-Phosphoerythronate <=> NADH + H+ + 2-Oxo-3-hydroxy-4-phosphobutanoate
rxn03084_c0,1.2890868365715678e-14,5.2323051472581405e-14,-8.467452319276439e-14,-3.2591265298346634e-15,-2.5524369957841264e-15,1.7669420399523716e-14,2.1203731250172318e-14,-3.0471777824796653e-14,4.9708779659428693e-14,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming) [c0],H2O + ATP + L-Glutamine + N-Formyl-GAR --> ADP + Phosphate + L-Glutamate + H+ + 5'-Phosphoribosylformylglycinamidine
rxn01629_c0,7.016418042331893e-16,1.021333499629893e-31,7.306760201094861e-16,1.2525498076528607e-16,1.5639999993719002e-16,-2.5854672784552745e-17,-2.9932993739435282e-16,-8.895992232491915e-16,2.1071401631013903e-16,"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase [c0]",5-Aminolevulinate <=> L-Glutamate1-semialdehyde
rxn01791_c0,1.1186865949054605e-12,4.772757342044617e-16,-2.1263716688209597e-12,7.025358801112402e-13,1.796930190346151e-13,-1.7260915812687946e-12,2.7875444322628148e-12,2.492293154841116e-13,2.7853392835933493e-13,(R)-Pantoate:beta-alanine ligase (AMP-forming) [c0],ATP + beta-Alanine + Pantoate --> PPi + AMP + 2.0 H+ + PAN
rxn00338_c0,-4.259800107942724e-13,-4.209917377291525e-13,4.465773436361846e-13,-8.36161069973312e-13,-3.126449907153205e-12,2.8176322178889e-13,1.932862350359291e-12,-8.674370410176549e-13,6.245963025714635e-13,L-aspartate:oxygen oxidoreductase [c0],O2 + L-Aspartate --> H2O2 + H+ + Iminoaspartate
rxn02503_c0,4.748353592538637e-16,4.87971946417235e-16,2.9518694473581293e-16,-5.082944833501316e-16,-4.069539418180162e-17,4.624670561553139e-16,2.0054146747232699e-13,-2.0274672824949375e-16,-3.562843952349113e-15,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase [c0]",ATP + 6-hydroxymethyl dihydropterin --> AMP + H+ + 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate
rxn02320_c0,-2.262214365138828e-13,-1.5095711571218179e-15,-6.299928705126526e-16,-1.6416915642296164e-13,-1.547106216167352e-16,4.308101783222642e-16,-6.544250143864303e-14,-7.938047175900918e-14,-1.7842651546996794e-16,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate + L-histidinol-phosphate <=> L-Glutamate + imidazole acetol-phosphate
rxn00122_c0,5.987485809852317e-16,3.3415886026478096e-16,1.101084213181274e-15,3.348650232566475e-16,-4.0695394181791187e-17,1.586491495659055e-16,1.245508132992171e-16,-4.932146468794948e-16,1.0363186785446233e-15,ATP:FMN adenylyltransferase [c0],ATP + FMN --> PPi + FAD
rxn00237_c0,-7.561771716578684e-17,-3.867818057204725e-16,-1.299913796189317e-15,-2.970262303665787e-16,-7.15295048457328e-17,-6.329063383383268e-17,7.397125911820065e-15,-2.4550841111367435e-15,4.1289300724087614e-16,ATP:GDP phosphotransferase [c0],ATP + GDP <=> ADP + GTP
rxn05195_c0,1.4501934676044394e-15,-1.862899888786082e-16,4.178294344894234e-16,-3.533160251407371e-16,2.4211795175671102e-17,-2.1762943581914015e-16,7.504725243792342e-17,-1.3218951750897952e-15,2.0680095253492076e-16,ATP phosphohydrolase (ferric-ion-transporting) [c0],H2O + ATP + fe3 [e0] --> ADP + Phosphate + H+ + fe3
rxn08013_c0,0.0,0.0,8.15555251641538e-29,0.0,2.0759850526507088e-45,3.276196309469132e-14,0.0,0.0,0.0,5'-deoxyadenosine ribohydrolase,H2O + 5'-Deoxyadenosine --> Adenine + 5'-deoxyribose
rxn00802_c0,9.609802360856456e-17,2.1839372736170453e-17,5.106804199315175e-16,3.663756374600393e-16,2.4211795175671102e-17,-1.4159076525459947e-16,-1.315526191121759e-16,-9.290953089991589e-16,6.259571355002391e-17,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming) [c0],L-Argininosuccinate <=> L-Arginine + Fumarate
rxn00786_c0,1.3245366064631836e-14,7.793315262128514e-15,2.89192019538884e-14,1.251691532267869e-15,2.9678428771275224e-15,1.3868551940211182e-15,5.709794404460964e-15,4.9100099108920835e-14,-1.2947758099977876e-14,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming) [c0]","D-fructose-1,6-bisphosphate <=> Glycerone-phosphate + Glyceraldehyde3-phosphate"
rxn01100_c0,-3.2020839498592757e-14,-2.417304678545937e-14,6.223337299256356e-14,2.2961977105011155e-14,1.9046076286815343e-14,2.8737903858308698e-15,4.8937574309729447e-14,-4.1675037948193096e-14,5.292143519619599e-16,ATP:3-phospho-D-glycerate 1-phosphotransferase [c0],"ATP + 3-Phosphoglycerate <=> ADP + 1,3-Bisphospho-D-glycerate"
rxn05468_c0,-3.572705370778254e-17,-5.082109682744893e-31,,-2.575878507313642e-13,,-3.028199560533185e-15,-1.4066651266083413e-29,-6.166597317922219e-16,2.0917058706153906e-15,TRANS-RXNAVI-26568.ce [c0],O2 [e0] --> O2
rxn03843_c0,5.435548527404399e-16,-1.571828556918969e-15,-4.3621058192330406e-16,-6.142404733190115e-16,-6.054576047254609e-17,5.54713091601667e-16,9.366133698792723e-17,2.480085087153842e-16,1.830549495608778e-16,Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase [c0],"Isopentenyldiphosphate + Farnesyldiphosphate --> PPi + H+ + trans,trans,cis-Geranylgeranyl diphosphate"
rxn05341_c0,9.896087214048713e-16,5.694338812132242e-16,3.9861536255294776e-16,3.2407924554898203e-16,-1.6344570927543634e-16,-7.496989836782107e-16,1.494568586841787e-16,2.8130196520248333e-16,-2.1571823133327623e-16,(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c0],NADP + (3R)-3-Hydroxyoctanoyl-ACP <=> NADPH + H+ + 3-Oxooctanoyl-ACP
rxn00048_c0,-1.1524861536952348e-16,5.694338812132242e-16,-1.3009524680630094e-16,-7.048179187903284e-17,-6.054576047254609e-17,-3.51043276613804e-16,-3.3915392448460254e-16,6.980272579389096e-16,-7.609106003127905e-16,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase [c0]",H+ + 2.0 6-7-Dimethyl-8--1-D-ribityllumazine --> Riboflavin + 5-Amino-6-(1-D-ribitylamino)uracil
rxn02304_c0,4.0426791977886127e-16,-3.737703952194907e-16,-4.3621058192330406e-16,-7.048179187903284e-17,-6.054576047254609e-17,3.620172843672354e-16,5.454942686052144e-16,-4.617065499674503e-15,-1.7744674486655003e-16,Protoporphyrinogen-IX:oxygen oxidoreductase,3.0 O2 + 2.0 ProtoporphyrinogenIX --> 6.0 H2O + 2.0 Protoporphyrin
rxn14011_c0,4.360795046494222e-16,2.1472016820350202e-16,1.008404098328958e-15,3.3770333344736376e-16,-4.888098027092716e-16,-2.5818164995801543e-16,-8.769871599017027e-16,1.0741103627716752e-15,-3.18252179541683e-17,"ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase [c0]","Isopentenyldiphosphate + ditrans,pentacis-Octaprenyl diphosphate --> PPi + H+ + ditrans,hexacis-Nonaprenyl diphosphate"
rxn02175_c0,-1.6162280204355664e-13,-1.2392972619089272e-14,-2.1262622268080435e-12,1.0632096463084733e-12,-2.47255001460726e-13,1.3931228131930197e-12,3.3781962571883313e-12,9.461281925287469e-13,-1.7388997359746634e-12,ATP:pantetheine-4'-phosphate adenylyltransferase [c0],ATP + Phosphopantetheine --> PPi + Dephospho-CoA
rxn00770_c0,-2.921310022114808e-14,3.8944867523496866e-14,9.612267530345037e-14,-4.1855108718427984e-14,3.2559773472984624e-15,9.460482308460402e-15,-2.4605790968995467e-15,-1.584351217829588e-15,-2.7600247950839854e-14,ATP:D-ribose-5-phosphate diphosphotransferase [c0],ATP + ribose-5-phosphate <=> AMP + H+ + PRPP
rxn05348_c0,-1.1552414108250737e-15,7.936495904122249e-18,1.6586588893102923e-16,3.5575699284214227e-16,1.6695391449242943e-16,2.4199172861913705e-16,-1.876582630590785e-16,-1.4006630056145398e-16,-1.1225340244177537e-17,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0],H+ + Decanoyl-ACP + Malonyl-ACP --> CO2 + 3-Oxododecanoyl-ACP + ACP
rxn03908_c0,3.867077688405663e-16,7.27126546556721e-16,-1.844401594254078e-17,-9.018400547616402e-16,-1.9790605478477374e-16,-3.985178410636574e-17,1.5393658063490163e-16,-8.895992232491913e-16,-2.5981780165682805e-18,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase [c0],ATP + 4--cytidine5-diphospho-2-C-methyl-D-erythritol --> ADP + H+ + 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol
rxn02834_c0,2.4703810687292743e-16,-5.951731547264023e-16,2.8459150442152493e-16,1.4781015107742662e-16,-3.361903134369947e-16,8.076946422598452e-17,3.900338279377394e-16,-3.846281550407124e-16,1.980189825778799e-16,Phosphoribosyl-ATP pyrophosphohydrolase [c0],H2O + Phosphoribosyl-ATP --> PPi + 2.0 H+ + Phosphoribosyl-AMP
rxn09128_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm) [c0]","H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate <=> H+ + Octadecanoate + 2-octadecanoyl-sn-glycerol 3-phosphate"
cpd15380_transport,-5.543242755690215e-16,3.0851219059435814e-16,6.260386543725186e-16,-7.653291557402275e-17,3.5761874559428044e-16,-1.9492579145469177e-17,-3.445590812837864e-16,-9.267594421601243e-17,9.070359633846083e-17,5'-deoxyribose transport by diffusion,5'-deoxyribose <=> 5'-deoxyribose [e0]
rxn03159_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase [c0]","UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + Lipid X <=> UDP + Lipid A disaccharide"
rxn19704_c0,1.9336372472366624e-16,-2.0464047911914783e-16,1.0694976948443378e-15,-1.0788314810316388e-16,-4.707750569939907e-16,2.00225293196927e-16,4.231605834425275e-16,-1.198500135319203e-16,-2.5827230525715045e-16,Flavodoxin--NADP(+) reductase [c0],NADP + H+ + Reduced flavodoxin <=> NADPH + Oxidized flavodoxin
rxn06076_c0,2.9896800137396027e-17,-6.972042538481102e-16,-2.6826291488631086e-16,-1.452386169855765e-16,-4.707750569939907e-16,-3.222954368275577e-16,1.873776922065422e-16,-5.38424952400351e-16,-2.1899682955920774e-16,2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase [c0],CDP + Reduced thioredoxin --> H2O + dCDP + Oxidized thioredoxin
rxn12510_c0,-3.3616698748209253e-13,-3.281932065262012e-12,-2.1275122009010018e-12,-3.7715703078207844e-13,1.7711506043058494e-12,2.3756430510420367e-14,3.2363047341289245e-12,-1.834317935676164e-13,-4.90348510979486e-13,ATP:pantothenate 4'-phosphotransferase [c0],ATP + PAN --> ADP + H+ + 4-phosphopantothenate
rxn16823_c0,5.668351210152985e-16,1.4101019029831536e-16,-9.158198130329862e-16,-1.3639168414174722e-17,-1.4804719573694214e-16,-2.600721598896074e-16,-1.9673637917009368e-16,-1.8641325073276191e-16,-1.917585014400679e-16,thiazole tautomerase,"2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate --> 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate"
rxn02264_c0,-4.109420442198961e-16,-3.668123226180606e-16,3.144754470262034e-16,-1.0788314810316388e-16,1.2205570386057093e-17,2.4434856648121555e-16,1.6044147534559883e-16,-1.1384768304553211e-16,-3.83517002880139e-16,Hydroxymethylbilane hydro-lyase(cyclizing) [c0],Hydroxymethylbilane <=> H2O + UroporphyrinogenIII
rxn00459_c0,-8.932442050375776e-15,3.6886046454180917e-14,4.7678126469949175e-14,-2.7944030332034817e-14,-2.7412838423292943e-16,-1.4499248366698497e-14,-3.177153159542287e-14,7.387584991855131e-16,5.4075897406099866e-14,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming) [c0],2-Phospho-D-glycerate <=> H2O + Phosphoenolpyruvate
rxn05030_c0,4.0795889400037373e-16,7.253215584244385e-17,-2.1597128086087974e-16,-1.3639168414174722e-17,2.6335669373746096e-16,1.295815033663865e-16,2.3204566972800967e-16,-3.4458815982028583e-16,-2.0185249126522756e-15,"di-trans,poly-cis-decaprenyl-diphosphate:isopentenyl-diphosphate undecaprenylcistransferase [c0]",Isopentenyldiphosphate + all trans Decaprenyl diphosphate --> PPi + H+ + Bactoprenyl diphosphate
rxn05339_c0,1.265296633393437e-15,2.353779814918427e-16,-1.6805343303844854e-16,4.438834344232193e-16,-1.599424664806887e-17,-6.364811158938048e-17,8.339308620967101e-17,-1.473102259230815e-15,-5.482598387666139e-16,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase [c0],NADP + (3R)-3-Hydroxybutanoyl-ACP <=> NADPH + H+ + Acetoacetyl-ACP
EX_cpd00205_e0,2.7181714851550492e-17,-2.0201451349941659e-16,-1.6805343303844854e-16,2.960756759347981e-17,-4.944276212813058e-16,-7.52565088308065e-17,-6.293160814490464e-16,2.4372434576706276e-16,-4.536012144633097e-16,Exchange for K+ [e0],K+ [e0] <=> 
rxn05324_c0,-5.993951986034774e-16,0.0,0.0,5.908207299836762e-17,0.0,5.300599031318491e-14,1.910539210257032e-16,2.358682295520709e-13,-1.3641805041747787e-16,"Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]",NADH + H+ + (2E)-Dodecenoyl-ACP --> NAD + Dodecanoyl-ACP
rxn01740_c0,-7.211957262159096e-16,-3.72167043807726e-17,-1.398398763224595e-15,-5.793784434015183e-16,-1.1613135790716682e-15,-1.963301912168165e-15,2.796197139077339e-15,1.2809329691546287e-16,4.343011779860339e-15,Shikimate:NADP+ 3-oxidoreductase [c0],NADP + Shikimate <=> NADPH + H+ + 3-Dehydroshikimate
rxn03087_c0,-2.535416246723725e-16,-5.08805006140298e-16,1.0078298631630785e-15,1.070595393261644e-15,-1.5494124725891553e-15,-4.993952424098019e-15,4.164955347337489e-16,4.1910167769701213e-16,-7.085447965994515e-16,"N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase","L-Glutamate + N-Succinyl-L-2-amino-6-oxopimelate <=> 2-Oxoglutarate + N-Succinyl-L-2,6-diaminopimelate"
rxn00126_c0,-7.688118171047426e-16,-5.08805006140298e-16,1.3697976969967268e-15,-1.2259872024554015e-16,-4.122055311927596e-16,-4.6550313560083356e-14,2.989676617030171e-16,2.586737135338584e-16,-7.939333757092316e-15,ATP:L-methionine S-adenosyltransferase [c0],H2O + ATP + L-Methionine --> Phosphate + PPi + S-Adenosyl-L-methionine + H+
EX_cpd00030_e0,7.161383016649732e-17,-8.023791056833387e-16,1.289856877035918e-15,1.624863133388766e-16,7.53973593988302e-17,4.838264709264406e-16,3.0657677244565255e-16,-3.901058714280756e-16,2.4220458796912988e-17,Exchange for Mn2+ [e0],Mn2+ [e0] <=> 
rxn03062_c0,0.0,0.0,0.0,0.0,0.0,0.4992881333706883,0.0,0.0,0.6477702007736003,3-Isopropylmalate:NAD+ oxidoreductase [c0],NAD + 3-Isopropylmalate <=> NADH + H+ + 2-isopropyl-3-oxosuccinate
rxn05338_c0,-4.781445242284092e-16,0.0,0.0,4.014585121285126e-16,0.0,-4.770275591452487e-16,-5.975969907622924e-16,9.093959883818155e-14,-1.6016885056134516e-15,(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c0],NADP + (3R)-3-Hydroxydecanoyl-ACP <=> NADPH + H+ + 3-Oxodecanoyl-ACP
rxn03394_c0,-4.035521203467156e-16,-2.1511873005701235e-16,6.522481638977541e-16,6.80993892934628e-17,6.736372774899394e-16,1.2073345757644814e-15,-2.593869249260832e-17,-1.163463917490766e-15,4.342847283127231e-16,R04987 [c0],NADPH + O2 + H+ + 2-Octaprenylphenol --> H2O + NADP + 2-Octaprenyl-6-hydroxyphenol
rxn02404_c0,-6.1716836397921865e-16,8.723495461631307e-16,-4.102977551783685e-17,-9.973020415806012e-17,-1.3985361939980732e-16,-2.598632558327794e-16,-1.2891256320371525e-17,2.37743112303198e-16,6.262784883789738e-16,3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase [c0],H2O + 3-Deoxy-D-manno-octulosonate8-phosphate --> Phosphate + KDO
rxn09113_c0,-2.79670192026933e-16,-1.3768967777875285e-15,2.2528561724756377e-17,-1.6621630051459247e-16,2.447852113971054e-16,6.307052184047888e-16,-1.2891256320371525e-17,-9.191995240600421e-17,3.472406398080087e-16,Phosphatidylglycerol synthase (n-C18:0) [c0],"Glycerol-3-phosphate + CDP-1,2-dioctadecanoylglycerol <=> CMP + Phosphatidylglycerophosphate dioctadecanoyl"
rxn00141_c0,1.5471037237988154e-16,-5.65599522837544e-16,3.4654463506525054e-16,-2.787284801301833e-16,2.5905338473437404e-16,-2.598632558327794e-16,-3.2442012475662574e-16,-1.334458719474012e-16,1.0615642416987695e-14,S-Adenosyl-L-homocysteine hydrolase [c0],H2O + S-Adenosyl-homocysteine --> Homocysteine + Adenosine
rxn00029_c0,3.66117536692699e-17,-5.65599522837544e-16,3.4654463506525054e-16,2.9950332169434944e-17,-1.3985361939980732e-16,-5.810397598229284e-16,1.2963116235059709e-15,-7.264795501964081e-16,2.480290284342919e-16,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming) [c0],2.0 5-Aminolevulinate --> 2.0 H2O + H+ + Porphobilinogen
rxn05344_c0,-2.9643459263349074e-14,0.0,0.0,-2.5089586640255817e-14,0.0,0.0,-9.463509513063197e-16,2.1811855804650912e-13,-1.963173626423705e-15,Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0],H+ + Tetradecanoyl-ACP + Malonyl-ACP --> CO2 + 3-Oxohexadecanoyl-ACP + ACP
EX_cpd01042_e0,3.6499690571119886e-16,-1.1443681403536774e-16,-2.860753526632066e-17,3.644610671521748e-17,5.949945062296873e-16,-9.249461136549274e-16,-8.079244967876372e-19,2.6330096375132483e-16,9.340753196175609e-16,Exchange of p-Cresol [e0],p-Cresol [e0] --> 
rxn01974_c0,2.939979900850029e-16,-1.785419123999568e-16,-7.602971042688389e-16,-1.9178999822091654e-16,-1.0996303747532962e-15,-4.518621177574688e-15,-1.228204901606583e-15,2.1342292896869358e-16,-5.191100731966257e-16,"LL-2,6-Diaminoheptanedioate 2-epimerase [c0]","LL-2,6-Diaminopimelate <=> meso-2,6-Diaminopimelate"
rxn01241_c0,0.5743062938816147,0.454436717816733,-2.306701593543255e-15,0.5655849209866631,,,-8.453163124297941e-16,0.5653055683480073,0.4821971072282607,Dihydrolipoamide:NAD+ oxidoreductase [c0],NAD + Protein N6-(dihydrolipoyl)lysine <=> NADH + H+ + Protein N6-(lipoyl)lysine [c0]
rxn00493_c0,-1.3313724444262319e-16,-1.3175710319201648e-15,-1.637780621978177e-17,1.8562825339141535e-16,2.534483123975469e-32,2.307215982124232e-30,7.387274896523697e-17,1.550997287297469e-16,-6.40953972564103e-16,L-Phenylalanine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate + L-Phenylalanine <=> L-Glutamate + Phenylpyruvate
rxn05325_c0,1.2359167504952547e-16,-6.66124665210772e-16,7.639644050287894e-16,-7.65090453563657e-17,-5.119482337275298e-16,6.194314421828852e-16,-1.2841824886653898e-16,2.0271036482493378e-17,1.5142077907436206e-16,"Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]",NADH + H+ + (2E)-Octenoyl-ACP --> NAD + Octanoyl-ACP
rxn00555_c0,-4.881356525194013e-16,-1.2239052710069674e-16,7.639644050287894e-16,-2.9417924644760736e-16,-2.863283638474972e-16,-4.369403510266167e-16,-1.3499486768474277e-15,-9.173522962465304e-16,-2.221902745563373e-16,L-glutamine:D-fructose-6-phosphate isomerase (deaminating) [c0],L-Glutamine + D-fructose-6-phosphate <=> L-Glutamate + D-Glucosamine phosphate
rxn08801_c0,3.3446548212988285e-16,-1.3943349997344359e-15,-1.0316062914339796e-15,-6.150607948705785e-16,-5.0330122499457095e-18,6.229445408678983e-16,2.6242519990429735e-16,2.7798371097133593e-16,5.914911888353987e-16,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm) [c0]",H2O + 1-octadecanoyl-sn-glycerol 3-phosphate <=> H+ + Glycerol-3-phosphate + Octadecanoate
rxn05289_c0,0.0,-1.9771864750621915e-13,-4.9872660908946904e-14,0.0,-5.858808674770782e-14,-3.0176882751178024e-13,-7.274690149514512e-14,-2.291738868822266e-13,-1.3784451982375604e-13,NADPH:oxidized-thioredoxin oxidoreductase [c0],NADP + Reduced thioredoxin <=> NADPH + H+ + Oxidized thioredoxin
rxn03031_c0,1.6446552053673083e-16,1.442056967324701e-16,5.649593189253166e-16,-2.7406640607675203e-16,-2.033478719349429e-15,-5.1061782253162985e-15,-3.7279822693006755e-15,1.244436304607111e-15,4.726028659733654e-16,"Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [c0]",H2O + Succinyl-CoA + tetrahydrodipicolinate --> CoA + N-Succinyl-L-2-amino-6-oxopimelate
rxn00117_c0,2.3952107610759853e-16,-1.476993629838961e-15,-7.430059471045366e-16,-4.500817578049328e-16,-5.762500991039043e-17,2.725360783481003e-16,-2.2485080857995137e-16,1.1551775281350792e-15,1.0560667214196065e-15,ATP:UDP phosphotransferase [c0],ATP + UDP <=> ADP + UTP
rxn05336_c0,3.439492133180726e-16,3.803708106087393e-16,-4.776045568741642e-16,-3.287889282666311e-16,3.2650895994272924e-16,-5.0888767063244326e-18,2.0481367241382542e-16,4.271104472755282e-16,-9.959307940797285e-16,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c0],NADP + (3R)-3-Hydroxyhexadecanoyl-ACP <=> NADPH + H+ + 3-Oxohexadecanoyl-ACP
rxn00256_c0,0.7055933524937719,0.5366178427870908,0.4883750844597228,0.5782627592461052,0.538075679410486,-6.574401568759138e-16,0.5545565160160082,0.7005050749790817,0.643866735451907,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing) [c0],H2O + Acetyl-CoA + Oxaloacetate --> CoA + H+ + Citrate
EX_cpd15380_e0,7.055128586744855e-16,1.0283022868791877e-15,-1.8834637667507507e-16,1.2868276733694607e-16,1.677099623327354e-17,-2.6946396395575588e-17,-2.1544150781717467e-15,-2.1015127511178248e-17,8.405208847721907e-13,Exchange of 5'-deoxyribose [e0],5'-deoxyribose [e0] --> 
rxn01332_c0,2.0046178553363002e-16,1.0283022868791877e-15,1.9859227445452068e-16,-9.614376249645425e-17,-1.6332902836241804e-17,-1.3151737617125228e-16,6.778737205775134e-16,1.3146225309833194e-15,5.5050674655585796e-15,"Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming) [c0]",H2O + Phosphoenolpyruvate + D-Erythrose4-phosphate --> Phosphate + DAHP
rxn00060_c0,-4.631546171802881e-17,8.516535735938873e-31,-2.120618516900084e-29,1.0826776359706226e-15,5.4510947598575307e-48,-7.360607627294425e-30,-4.9994892673575135e-30,-1.9819126822413838e-29,-1.9827875126315738e-15,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing) [c0],H2O + 4.0 Porphobilinogen --> 4.0 NH3 + Hydroxymethylbilane
EX_cpd00058_e0,-5.835265689031851e-16,1.0705224710511864e-16,1.9859227445452068e-16,-1.984166554936275e-16,-3.2678759134194955e-17,1.1765649689671429e-15,-3.709949160098374e-16,-2.3554953277261774e-16,2.717975592168838e-16,Exchange for Cu2+ [e0],Cu2+ [e0] <=> 
rxn00737_c0,0.0,0.0,0.0,0.0,0.5729582543713089,0.0,0.0,0.0,0.6477702007735964,L-threonine ammonia-lyase (2-oxobutanoate-forming) [c0],L-Threonine --> NH3 + 2-Oxobutyrate
rxn00710_c0,0.0,0.0,0.0,0.0,9.101098430489527e-17,0.0,0.0,0.0,-1.8331123634843208e-16,orotidine-5'-phosphate carboxy-lyase (UMP-forming) [c0],H+ + Orotidylic acid --> CO2 + UMP
