ids,glutamic acid,alanine,valine,aspartate,isoleucine,leucine,glycine,proline,cocktail,reaction_name,reaction_string
rxn42709_c0,3.650494734929704e-16,3.9031147309693086e-16,-1.2164298929458492e-16,2.8598604543953087e-16,-1.021475290780719e-15,2.668994639492199e-17,-2.8446617630705177e-16,2.646407944714455e-16,1.3449733333086788e-16,[c0],NADPH + S-Adenosyl-L-methionine + L-Tyrosine --> NADP + L-Methionine + H+ + p-Cresol + 5'-Deoxyadenosine + Iminoglycine
rxn00912_c0,2.335374171856274e-13,1.6932646325981347e-16,-1.5190120753507633e-12,1.445775774542828e-12,2.889463799818059e-13,1.4877687919074032e-12,1.0224614437406097e-12,1.583797919634261e-13,-6.06535238625136e-13,"5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase [c0]",H2O + 3-Methyl-2-oxobutanoate + 5-10-Methylenetetrahydrofolate <=> Tetrahydrofolate + 2-Dehydropantoate
rxn01117_c0,-3.432923332774815e-16,4.2918077761145826e-18,-4.675378275909032e-16,4.766789128894367e-16,-9.855052108293456e-17,-5.650437228813949e-17,-3.585382553924088e-16,1.7752025757098316e-16,6.894805485948862e-17,D-arabinose-5-phosphate aldose-ketose-isomerase [c0],D-Arabinose5-phosphate <=> D-Ribulose5-phosphate
rxn02895_c0,1.424651885170394e-13,-5.977459625324813e-14,-2.961720779231925e-13,1.4826887322843274e-13,-1.5011340916667125e-14,-2.4644706362295564e-13,1.4487345242247576e-13,2.873020492814437e-13,1.9026325308623146e-13,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming) [c0],ATP + Glycine + 5-Phosphoribosylamine --> ADP + Phosphate + H+ + GAR
rxn05326_c0,7.133894690803942e-16,-3.5610593613218947e-16,-1.289081957045605e-15,3.598169057507031e-16,-1.6837162468016063e-16,-2.1782039945553142e-16,-7.79643293453784e-16,2.1827375550338552e-17,-5.986874865175105e-17,"Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]",NADH + H+ + (2E)-Hexenoyl-ACP --> NAD + Hexanoyl-ACP
rxn03435_c0,-3.143183700067834e-16,-2.1143780356819935e-16,-7.756168761364166e-16,-3.5981690575070283e-16,0.5729582543713078,-1.3974338705026856e-16,-6.269779901243648e-16,-9.290953089991589e-16,0.6477702007735915,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing) [c0]","NADP + 2,3-Dihydroxy-3-methylvalerate <=> NADPH + H+ + (R)-3-Hydroxy-3-methyl-2-oxopentanoate"
rxn05333_c0,-4.91953973440659e-16,6.07704514622878e-16,-4.675378275909032e-16,2.82069471193241e-16,6.533653496652693e-16,2.0501123916157296e-15,-2.5343281700507833e-16,-1.5328769433069861e-15,-3.687193453155451e-16,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase [c0],(3R)-3-Hydroxydecanoyl-ACP <=> H2O + (2E)-Decenoyl-ACP
rxn01208_c0,-4.503614381299782e-16,1.270718767470113e-16,-4.675378275909032e-16,1.5305257206958447e-16,5.675084074344699e-18,0.4992881333706832,-8.174125078382856e-16,6.636869208602532e-17,0.6477702007735915,R01652 [c0],H+ + 2-isopropyl-3-oxosuccinate --> CO2 + 4-Methyl-2-oxopentanoate [c0]
rxn00686_c0,-1.527528280001735e-15,6.07704514622878e-16,-7.756168761364166e-16,3.547350548291765e-16,5.675084074344699e-18,-1.706296449324873e-16,8.681836156528462e-14,-2.0653745164703165e-13,4.538038447918854e-16,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase [c0]",NADP + Tetrahydrofolate <=> NADPH + H+ + Dihydrofolate
rxn01019_c0,-2.3818238834130002e-15,1.270718767470113e-16,-4.675378275909032e-16,3.598169057507031e-16,5.675084074344699e-18,1.4468840860939436e-15,4.431611486105592e-16,-4.709742927161558e-15,7.626402271120084e-16,Carbamoyl-phosphate:L-ornithine carbamoyltransferase [c0],Ornithine + Carbamoylphosphate --> Phosphate + H+ + Citrulline
rxn00747_c0,-1.3175649478804614e-13,2.590016244829627e-14,2.444347696275236e-14,1.1590816913625283e-14,1.1012578351530721e-14,1.1142364803912953e-15,1.5513407303467612e-14,2.8090071691181775e-14,9.723483789763832e-14,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase [c0],Glyceraldehyde3-phosphate <=> Glycerone-phosphate
rxn08234_c0,-6.812498882350749e-17,-8.179403329050834e-17,-2.2509286331279653e-16,-2.5497093006014952e-17,-2.653204860112063e-16,5.4474608830239014e-17,2.1612820888965296e-16,8.410443002145464e-16,-2.418300145111809e-16,chloride (Cl-1) transport via diffusion (extracellular to periplasm) [c0],Cl- [e0] <=> Cl-
rxn02476_c0,2.6924396668188856e-16,1.7098700029021832e-17,-9.999652274014137e-16,5.022619137691151e-16,-1.7584843517741854e-16,-3.562044105573278e-16,3.7152287223042355e-15,-1.4928111215704165e-15,-2.418300145111809e-16,Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase [c0],Phosphoenolpyruvate + 3-phosphoshikimate <=> Phosphate + 5-O--1-Carboxyvinyl-3-phosphoshikimate
rxn00863_c0,-3.131514575866858e-16,-1.7757919112489733e-17,-8.888562630817306e-16,-1.299452488564189e-16,-2.8482790512830815e-16,-3.3155067425663513e-16,-2.0716295339752892e-16,-2.96527336073957e-16,6.832751906418555e-16,L-histidinal:NAD+ oxidoreductase [c0],H2O + NAD + L-Histidinal --> NADH + 2.0 H+ + L-Histidine
rxn00209_c0,1.888866017725343e-15,-1.2412021838859189e-15,-3.479995682029803e-16,5.269856171862488e-16,5.3784084015442345e-17,-1.9717887022311238e-16,6.232477126916509e-16,4.3230341102086226e-19,1.3946363190466698e-16,Pyridoxine 5-phosphate:oxygen oxidoreductase [c0],O2 + Pyridoxine phosphate --> Pyridoxal phosphate + H2O2
rxn02288_c0,-4.489406501156792e-16,-8.894089086381017e-17,2.7785949470867863e-16,3.4689929148983015e-17,2.631201037039756e-17,-3.2826863344437454e-16,2.954686969351204e-16,2.962497840482036e-15,-4.498018801609011e-16,Uroporphyrinogen-III carboxy-lyase [c0],4.0 H+ + UroporphyrinogenIII --> 4.0 CO2 + CoproporphyrinogenIII
fe3_reduction,-2.752052224937545e-16,-8.894089086381017e-17,-5.305160825617085e-13,-1.324338810002545e-16,-4.636133039781413e-13,1.3496891395952339e-15,-1.9011694782955578e-13,-5.382852921954091e-16,-7.479927386936112e-16,Reduction of Fe3+ by bacterioferritin-associated ferredoxin,2.0 fe3 + Reducedferredoxin --> 2.0 Fe2+ + Oxidizedferredoxin
rxn02937_c0,2.1010724633426655e-14,4.7566160339986103e-14,-1.9904021125304784e-14,2.4195392213964804e-14,-2.3033175207233952e-14,3.418623101354601e-14,5.979155875564231e-14,2.281331588957888e-14,4.302739532686873e-15,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming) [c0],ATP + 5'-Phosphoribosylformylglycinamidine --> ADP + Phosphate + H+ + AIR
rxn00781_c0,-1.4983144906414233e-14,-4.6710219179000455e-14,-1.0619393094624524e-14,-1.217390384208638e-14,-2.0664761559973228e-14,-8.383135313222106e-14,9.917044669970541e-15,6.313073880506026e-15,1.846224050853817e-14,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating) [c0],"NAD + Phosphate + Glyceraldehyde3-phosphate <=> NADH + H+ + 1,3-Bisphospho-D-glycerate"
rxn08043_c0,-7.071059351496564e-16,3.158904901094503e-16,-6.046440189819671e-16,2.0181373929822055e-16,0.5729582543713085,1.0965728977208626e-15,2.874231613753009e-16,-7.605873444975893e-16,0.6477702007735903,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating) [c0],Pyruvate + H+ + 2-Oxobutyrate --> CO2 + 2-Aceto-2-hydroxybutanoate
EX_cpd00034_e0,4.59821775742825e-16,-8.894089086381017e-17,-6.440566998832127e-16,3.2810129630167763e-17,9.954443995558928e-17,8.681016285067026e-16,9.286727493775884e-17,-2.907511439068143e-16,1.3366197528533952e-16,Exchange for Zn2+ [e0],Zn2+ [e0] <=> 
rxn03397_c0,-4.824457958319939e-16,3.158904901094503e-16,-4.4143976521863846e-17,2.0948827009411226e-16,-1.4827804474899848e-16,-2.3849375089528397e-15,3.529062974023615e-16,-1.599946461389268e-16,-4.498018801609009e-16,2-octaprenyl-6-methoxy-benzoquinol methylase,"S-Adenosyl-L-methionine + 2-Octaprenyl-6-methoxy-1,4-benzoquinone --> S-Adenosyl-homocysteine + H+ + 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone"
rxn05294_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNA synthesis,0.516637656497864 dATP + 0.516637656497864 dGTP + 0.516637656497864 dCTP + 0.516637656497864 TTP --> 2.06655062599146 PPi + DNA
rxn01519_c0,-9.575421975900003e-17,-8.894089086381017e-17,8.870629023684017e-16,5.726739449382663e-17,2.631201037039756e-17,-4.657606873782852e-16,-1.0108264841095767e-15,-1.5261298701807073e-18,1.0153166892642905e-15,dUTP nucleotidohydrolase,H2O + dUTP --> PPi + 2.0 H+ + dUMP
rxn03893_c0,-1.681013949373114e-16,-2.567425433299787e-17,2.937791634067005e-16,3.1372225611642636e-17,-1.166085670945318e-16,1.4913675554435785e-15,1.3718850296667674e-16,-3.323242541818409e-17,-7.140728877941003e-16,all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase [c0],4-Hydroxybenzoate + Farnesylfarnesylgeraniol --> PPi + H+ + 3-Octaprenyl-4-hydroxybenzoate
rxn00693_c0,4.162278155787832e-16,2.3833948186042973e-16,-2.062038440143906e-17,1.3068055385114775e-16,-1.4827804474899848e-16,-2.031432233460626e-15,9.286727493775884e-17,2.7288659575340508e-17,9.754356659338714e-15,5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase [c0],Homocysteine + 5-Methyltetrahydrofolate <=> L-Methionine + Tetrahydrofolate
rxn00224_c0,1.5781382885623652e-15,7.437430621322485e-17,-1.1376641411643262e-15,1.2891032751395736e-16,-5.748228950932107e-16,2.3829848353683733e-16,-3.423883523210467e-17,-4.908809908711843e-16,-1.6452888324737063e-16,protoheme ferro-lyase (protoporphyrin-forming) [c0],Protoporphyrin + Fe2+ <=> Heme + 2.0 H+
rxn03958_c0,2.5007866289432544e-16,7.437430621322485e-17,2.568533782450536e-16,-3.998946627714424e-15,-3.2371435227624763e-16,5.564743163271593e-17,-2.0845758608819546e-16,9.391037400062853e-17,4.318528338180494e-16,1-Deoxy-D-xylulose-5-phosphate isomeroreductase [c0],NADP + 2-C-methyl-D-erythritol4-phosphate <=> NADPH + H+ + 1-deoxy-D-xylulose5-phosphate
rxn03167_c0,4.139329965877335e-16,-1.5545804102380488e-16,1.1370170726591714e-17,-1.7359042835731963e-16,-3.2371435227624763e-16,-2.0670905420728823e-16,1.996324161743891e-13,6.769603027723316e-16,4.318528338180494e-16,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) [c0]","3.0 H2O + 7,8-Dihydroneopterin 3'-triphosphate --> 3.0 Phosphate + 3.0 H+ + Dihydroneopterin"
rxn00902_c0,-6.449227359165201e-16,-3.70697359381178e-16,7.525939346195674e-16,2.4450271305370346e-17,-2.4043147779543504e-17,0.4992881333706697,-1.0811573772962174e-15,-2.406587511742637e-16,0.6477702007735789,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming) [c0]",H2O + Acetyl-CoA + 3-Methyl-2-oxobutanoate --> CoA + H+ + 2-Isopropylmalate
rxn00336_c0,0.7078060053639529,0.5840357765378883,0.5186927495524056,0.6099625050813097,0.5722735612973409,1.4995929295858098e-15,0.5738177839857184,0.7005050749789938,0.6477702007735799,isocitrate glyoxylate-lyase (succinate-forming) [c0],Isocitrate --> Succinate + Glyoxalate
rxn05343_c0,-2.638612707365183e-16,5.774561118152865e-16,-5.224284163498585e-16,7.24676628210103e-16,-3.769692913020739e-16,6.387884650411531e-17,-1.3072518684733101e-15,1.4616363690725354e-16,-2.284208613009442e-16,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) [c0],H+ + Octanoyl-ACP + Malonyl-ACP --> CO2 + 3-Oxodecanoyl-ACP + ACP
rxn01512_c0,-3.797317824213846e-16,-7.788628793066005e-16,4.073569742474396e-16,-7.752828984597694e-17,-4.59122282510241e-16,-5.945134957514365e-17,6.706956814398968e-16,-9.690436120342481e-17,8.656063198883864e-16,ATP:dTDP phosphotransferase [c0],ATP + dTDP <=> ADP + TTP
cpd01042_transport,2.23161276908857e-16,-5.358000363551061e-16,9.897562467575354e-17,6.822087538505672e-17,5.264257336605412e-16,6.121362630992156e-16,4.83596355447166e-16,4.980622970490164e-16,-3.6106931829731413e-16,p-Cresol transport by diffusion,p-Cresol --> p-Cresol [e0]
rxn05040_c0,-3.806982948252692e-17,2.9385790031865197e-16,2.5136405040536234e-17,-7.028661758618321e-16,-4.601879810691646e-16,1.3302419019656308e-16,-4.133888367405322e-17,-4.564490487350008e-16,-3.506881711008085e-16,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming) [c0]",D-Ribulose5-phosphate --> Formate + H+ + 3-4-dihydroxy-2-butanone4-phosphate
rxn05461_c0,-2.918073849562404e-16,2.417553165415872e-17,5.600908950519762e-17,-8.073109573364595e-15,5.264257336605412e-16,1.1938447062699669e-17,1.897689905150098e-16,-1.2764689250013109e-15,-2.2160022143225522e-16,3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase [c0],NADPH + H+ + 3-Oxooctadecanoyl-ACP <=> NADP + (3R)-3-Hydroxyoctadecanoyl-ACP
rxn03909_c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating) [c0],Pyruvate + H+ + Glyceraldehyde3-phosphate --> CO2 + 1-deoxy-D-xylulose5-phosphate
rxn00337_c0,1.3334012199231956e-15,-5.358000363551061e-16,-4.2092681427321205e-15,-2.0980388599704183e-16,-2.2351581088286044e-15,6.429058369640577e-16,-1.0484335652181708e-15,8.89543580473606e-16,-1.855473626138376e-15,ATP:L-aspartate 4-phosphotransferase [c0],ATP + L-Aspartate <=> ADP + 4-Phospho-L-aspartate
rxn02405_c0,-2.4758292915528773e-16,-5.989401013423415e-16,6.0111911328139735e-16,4.872939114339384e-16,-4.519551505156731e-16,1.0882857238349573e-15,-6.394520453986669e-16,-9.296077449300325e-16,1.0532750906955076e-16,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase [c0],CTP + KDO --> PPi + H+ + CMP-KDO
rxn06591_c0,7.195370733802674e-16,2.1791513425247892e-16,-4.1627958479304003e-17,2.643630852965662e-15,-4.519551505156731e-16,5.640560494369205e-16,4.917861673500482e-17,-6.091979622199928e-16,7.665635178459106e-17,L-glutamate-semialdehyde: NADP+ oxidoreductase,NADPH + H+ + L-Glutamyl-tRNA-Glu --> NADP + L-Glutamate1-semialdehyde + tRNA-Glu
rxn01137_c0,1.4662662952406902e-13,-3.9854506483007575e-16,5.056772420715069e-16,-1.305520565667258e-16,-1.8319320398855542e-16,-1.1177540476524945e-13,-4.72568239482973e-16,5.884995334576017e-14,0.0,Adenosine aminohydrolase [c0],H2O + H+ + Adenosine --> NH3 + Inosine
rxn03147_c0,4.295093463835935e-14,4.0458060626685985e-14,-2.2080112524584e-14,-1.5596057994227483e-14,2.692289277135699e-14,-4.2983189482866295e-14,2.7628603068094827e-14,4.5573967807007e-14,7.822201037763045e-14,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming) [c0],ATP + L-Aspartate + 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole --> ADP + Phosphate + H+ + SAICAR
rxn01520_c0,-1.5045186600498265e-15,-1.1719536154626964e-16,-4.569998509541406e-16,9.46764006839486e-16,2.8127323081371524e-16,-1.823199030661563e-15,9.960006878513788e-17,3.0194821584043454e-16,-1.408034709512889e-16,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase [c0]",5-10-Methylenetetrahydrofolate + dUMP --> dTMP + Dihydrofolate
EX_cpd00254_e0,5.3288148941936615e-16,-1.1719536154626964e-16,5.699303108642365e-16,-5.540500714535818e-16,1.9537728717097048e-16,-1.3504267976131064e-16,-6.871513376858351e-16,-8.905983890172061e-16,-1.408034709512889e-16,Exchange for Mg [e0],Mg [e0] <=> 
rxn11946_c0,-7.923983435665869e-16,-3.422855613694788e-16,-7.109617398675325e-16,1.870221632950664e-16,3.435061628004219e-16,9.739469888198918e-16,5.45311315566282e-16,1.5671964406945068e-15,-7.708899174847324e-16,R05614 [c0],"S-Adenosyl-L-methionine + 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone <=> S-Adenosyl-homocysteine + H+ + Ubiquinone-8"
rxn01973_c0,3.170152704963427e-16,3.518082889504497e-17,-2.2222600217769896e-15,-8.895359940938982e-16,-1.8098125996522477e-15,6.2764051374615695e-16,-2.803200602260562e-15,6.909836566965504e-16,-1.822839461895927e-16,"N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase [c0]","H2O + N-Succinyl-L-2,6-diaminopimelate <=> Succinate + LL-2,6-Diaminopimelate"
rxn15947_c0,5.454572682423432e-16,-1.6694231070914158e-17,-7.137323914087349e-16,3.8218397118083727e-16,4.678163022151344e-16,-4.938962304680799e-16,3.0257134030203607e-16,-1.9128350275671475e-16,1.8398726303574233e-17,carboxyspermidine:NADP+ oxidoreductase [c0],NADPH + H+ + Putrescine + L-Aspartate4-semialdehyde <=> H2O + NADP + Carboxyspermidine
rxn01257_c0,2.2195357925289412e-14,0.0,-1.0322038125310441e-13,0.0,-1.2807595996111182e-30,1.5172986101939325e-44,2.4769378031971296e-13,-1.8120410335459298e-13,7.279108505517698e-15,chorismate:L-glutamine aminotransferase [c0],L-Glutamine + Chorismate <=> L-Glutamate + 4-amino-4-deoxychorismate
rxn03136_c0,2.4101994260711742e-14,-1.5012531869012388e-14,3.0166366450294607e-14,2.883870002854613e-14,1.5347995164554952e-14,2.0245338211695616e-14,1.5226499332605727e-16,-5.655497850938395e-15,6.466979903421288e-14,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase [c0],SAICAR <=> H+ + Fumarate + AICAR
rxn12224_c0,6.795351343259501e-16,1.7889142239725257e-17,-4.569998509541406e-16,-3.701552919598031e-16,6.692809360613336e-16,4.3865166746267545e-17,-2.656300772110035e-16,5.902158181887326e-17,1.8398726303574233e-17,R04989 [c0],"O2 + 2-Octaprenyl-6-methoxyphenol --> H2O + 2-Octaprenyl-6-methoxy-1,4-benzoquinone"
rxn00293_c0,4.163291186770071e-16,3.518082889504497e-17,5.646522995504791e-17,-4.492428731059545e-16,2.5545260442199167e-16,9.403779695579345e-16,3.6643974859578873e-16,-7.3883506823015e-16,-2.959585494178238e-16,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase [c0],UTP + N-Acetyl-D-glucosamine1-phosphate --> PPi + UDP-N-acetylglucosamine
rxn05616_c0,6.795351343259501e-16,-5.127760438155358e-17,5.646522995504791e-17,-1.7093598891701306e-17,6.89729979996849e-16,3.1546780142643143e-16,-2.132380867742283e-16,-2.414938567837062e-16,-1.989988257926545e-16,TRANS-RXN-141.ce [c0],Mg <=> Mg [e0]
EX_cpd00009_e0,-2.6610847483792015e-14,-2.020645989355562e-13,2.242866660629977e-13,2.2255836533022535e-14,-2.079517726662305e-15,3.5284170829516804e-14,2.063631570150396e-13,-3.701575782097007e-13,7.532432103480675e-14,Exchange for Phosphate [e0],Phosphate [e0] <=> 
rxn02789_c0,7.346975744385928e-16,-8.312708560225516e-19,-1.027733970243551e-15,-7.913741874601203e-16,1.2368669016870335e-16,0.499288133370661,6.935158982846304e-16,-8.895992232491919e-16,0.6477702007735969,2-Isopropylmalate hydro-lyase [c0],2-Isopropylmalate <=> H2O + 2-Isopropylmaleate
rxn06865_c0,0.0,0.0,0.0,0.0,0.0,-7.88200822519895e-16,0.0,0.0,-6.767710289207545e-16,R05146 [c0],kdo2-lipid iva + Dodecanoyl-ACP --> Lauroyl-KDO2-lipid IV(A) + ACP
rxn05618_c0,-8.619054582905813e-16,-8.192575932953482e-19,-5.473718690354278e-16,2.0208370471704695e-16,-1.777569772930371e-16,-4.878871556087148e-17,9.591962563846356e-17,3.067225082114671e-17,5.814414528002213e-16,manganese transport in via proton symport [c0],Mn2+ [e0] + H+ [e0] --> Mn2+ + H+
rxn39451_c0,6.734710190970276e-16,-1.1159272134778165e-17,-2.0428410611865143e-15,1.2410794416882665e-17,9.563849896925827e-16,-1.9891802686427272e-16,-3.118007037959649e-15,6.01327539957009e-16,2.5060269032779067e-16,"2,3,4,5-tetrahydrodipicolinate:NADP+ 4-oxidoreductase [c0]","NADH + H+ + (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate <=> H2O + NAD + tetrahydrodipicolinate"
rxn05514_c0,0.0,0.0,0.0,0.0,2.0446130283367008e-32,-4.209529862734974e-31,0.0,-2.1845761823605278e-29,0.0,calcium transport in/out via proton antiporter [c0],Ca2+ + H+ [e0] <=> Ca2+ [e0] + H+
rxn00834_c0,-3.385109915351618e-16,-1.1159272134778165e-17,-8.959757340030609e-16,-4.705155166723673e-16,3.651778688508156e-30,-3.1724954814255374e-16,9.104089103670014e-15,4.810620319656074e-16,-1.9001439034174064e-16,IMP:NAD+ oxidoreductase [c0],H2O + NAD + IMP <=> NADH + H+ + XMP
rxn14333_c0,-4.5914954228552766e-17,-5.779772744907232e-16,-1.989232163057349e-15,3.991761071045657e-16,5.5819763719e-17,8.156496051377482e-16,2.1550707416658735e-16,1.7955701295895534e-15,-3.09235053946303e-16,"ditrans,dicis-pentaprenyl-diphosphate:isopentenyl-diphosphate pentaprenylcistransferase [c0]","Isopentenyldiphosphate + ditrans,dicis-Pentaprenyl diphosphate --> PPi + H+ + ditrans,tricis-Hexaprenyl diphosphate"
EX_cpd00048_e0,1.4089007987235605e-15,2.4186786725214188e-14,-1.1167246159538611e-14,2.2513195077709964e-14,-2.6165410257060636e-15,-2.5066821758390637e-16,1.270624067322112e-14,-7.381871372864294e-17,1.1486158214097336e-14,Exchange for Sulfate [e0],Sulfate [e0] <=> 
rxn05340_c0,2.7379178928770013e-17,-7.539547211005723e-16,-1.519578648482046e-16,6.781373745562265e-17,2.5722768806967938e-17,-2.085253804514808e-16,-9.423257217838965e-17,2.784191823771044e-16,2.3732723112604955e-16,(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c0],NADP + (3R)-3-Hydroxydodecanoyl-ACP <=> NADPH + H+ + 3-Oxododecanoyl-ACP
rxn00102_c0,-1.8177116453667302e-14,1.7871517210313563e-14,2.746844513580253e-14,1.4477740023512247e-14,1.3800024012604632e-15,,1.7550158461994655e-14,5.601960456769314e-15,1.9072447293984212e-14,carbonate hydro-lyase (carbon-dioxide-forming) [c0],H+ + H2CO3 <=> H2O + CO2
rxn01603_c0,-1.4999401554789037e-15,2.4442115412714047e-16,5.670965326513062e-16,4.345504662042206e-13,3.8869507663727594e-17,6.2462636358987555e-15,2.0135857652946705e-13,4.810620319656072e-16,-7.841889033815185e-16,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming) [c0]",ATP + L-Glutamate + Dihydropteroate --> ADP + Phosphate + H+ + Dihydrofolate
rxn01643_c0,2.258838550766255e-15,1.6182019635435806e-16,1.3447244057801724e-16,2.093577703416682e-16,-2.7872295331910664e-15,6.967281685424871e-16,-9.294992156561177e-16,9.254338541087765e-16,9.39836535577583e-16,L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating) [c0],NADPH + H+ + 4-Phospho-L-aspartate --> NADP + Phosphate + L-Aspartate4-semialdehyde
rxn03182_c0,-3.7914045738999135e-17,7.753097720522546e-16,7.907031712723258e-17,-7.262877856086706e-16,2.5674503995245456e-17,3.0289882637065353e-16,-1.1557921436894786e-15,1.3922037233307858e-15,-4.639174552246713e-16,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [c0],CMP-KDO + Lipid IV(A) <=> CMP + H+ + KDO-lipid IV(A)
rxn00100_c0,-3.746906360918838e-13,-5.717227952555343e-16,-2.126252085476853e-12,1.3298933719217457e-12,-6.612220556881946e-13,-1.8429940418908995e-13,6.816515052048684e-13,-1.487298480176641e-14,1.5611531335511442e-12,ATP:dephospho-CoA 3'-phosphotransferase [c0],ATP + Dephospho-CoA --> ADP + CoA + H+
rxn05006_c0,8.059282712332632e-19,-4.19115061571021e-16,-5.794972075679868e-17,1.3431302993921783e-16,-1.376493046109093e-16,8.348388645197169e-16,2.0154734365662666e-17,-3.947325573281057e-16,-4.639174552246713e-16,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase [c0],S-Adenosyl-L-methionine + Precorrin 1 <=> S-Adenosyl-homocysteine + Precorrin 2
rxn01739_c0,2.4774847479726197e-16,7.753097720522546e-16,-1.444003226755022e-15,-2.4123880541026355e-16,4.001554350869685e-16,-1.5134714330727694e-16,3.685361274212409e-15,-1.4492749109853422e-16,-4.639174552246713e-16,ATP:shikimate 3-phosphotransferase [c0],ATP + Shikimate --> ADP + H+ + 3-phosphoshikimate
rxn00777_c0,-8.118633627053779e-15,-5.498684069400169e-15,1.4964036370515682e-14,1.1525632835817382e-14,-6.32321453860093e-15,1.6006674393408148e-14,6.204144128816758e-15,1.3724535545898451e-14,2.898559134488227e-15,D-ribose-5-phosphate aldose-ketose-isomerase [c0],ribose-5-phosphate <=> D-Ribulose5-phosphate
rxn02508_c0,1.510772075638539e-16,-1.040820258387252e-16,4.972488580143881e-17,-2.815627401351945e-16,3.4435139081543424e-16,2.7849788629933913e-16,3.7472680950855046e-16,7.791479197518351e-16,-4.443997868892049e-16,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase [c0],N-5-phosphoribosyl-anthranilate <=> 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate
rxn03080_c0,-4.603082057255152e-16,3.3299595174963953e-16,4.152963555716313e-16,1.6698506264142287e-16,3.4435139081543424e-16,2.3983721893098e-16,9.454162995258102e-16,-7.035224836814027e-16,-2.679270117474037e-16,5-amino-6-(D-ribitylamino)uracil butanedionetransferase [c0],5-Amino-6-(1-D-ribitylamino)uracil + 3-4-dihydroxy-2-butanone4-phosphate --> 2.0 H2O + Phosphate + H+ + 6-7-Dimethyl-8--1-D-ribityllumazine
