,source,target
687,rxn05343_c0,rxn08021_c0
688,rxn05343_c0,rxn05349_c0
689,rxn05343_c0,rxn05348_c0
690,rxn05343_c0,rxn06022_c0
691,rxn05343_c0,rxn08546_c0
692,rxn05343_c0,rxn05344_c0
693,rxn05343_c0,rxn06729_c0
694,rxn05343_c0,rxn05347_c0
695,rxn05343_c0,rxn05345_c0
696,rxn05343_c0,rxn08548_c0
697,rxn05343_c0,rxn05457_c0
698,rxn05343_c0,rxn05458_c0
699,rxn05343_c0,rxn08547_c0
700,rxn05343_c0,rxn21860_c0
701,rxn05343_c0,rxn08089_c0
702,rxn05343_c0,rxn08020_c0
703,rxn05343_c0,rxn08766_c0
704,rxn05343_c0,rxn08550_c0
705,rxn05343_c0,rxn47768_c0
706,rxn05343_c0,rxn08015_c0
707,rxn05343_c0,rxn06723_c0
708,rxn05343_c0,rxn05460_c0
709,rxn05343_c0,rxn06865_c0
710,rxn03164_c0,rxn00851_c0
711,rxn03164_c0,rxn03904_c0
712,rxn03164_c0,rxn08098_c0
713,rxn03164_c0,rxn02011_c0
714,rxn03164_c0,rxn03141_c0
715,rxn03958_c0,rxn04070_c0
716,rxn03958_c0,rxn03907_c0
717,rxn03958_c0,rxn03909_c0
718,rxn09206_c0,rxn09109_c0
719,rxn09206_c0,rxn08307_c0
720,rxn09206_c0,rxn09198_c0
721,rxn05289_c0,rxn05239_c0
722,rxn05289_c0,rxn05231_c0
723,rxn05289_c0,rxn06076_c0
724,rxn05289_c0,rxn06078_c0
725,rxn05289_c0,rxn06075_c0
726,rxn05289_c0,rxn09296_c0
727,rxn00016_c0,rxn08078_c0
728,rxn10224_c0,rxn10263_c0
729,rxn10224_c0,rxn10257_c0
730,rxn10224_c0,rxn10230_c0
731,rxn08812_c0,rxn08815_c0
732,rxn08812_c0,rxn08669_c0
733,rxn08812_c0,rxn08849_c0
734,rxn08812_c0,rxn08846_c0
735,rxn08812_c0,rxn08819_c0
736,rxn08812_c0,rxn08814_c0
737,rxn08812_c0,rxn08845_c0
738,rxn08812_c0,rxn08811_c0
739,rxn08812_c0,rxn08840_c0
740,rxn08812_c0,rxn08850_c0
741,rxn08812_c0,rxn08805_c0
742,rxn08812_c0,rxn08015_c0
743,rxn08812_c0,rxn08810_c0
744,rxn08812_c0,rxn08848_c0
745,rxn08812_c0,rxn08851_c0
746,rxn08812_c0,rxn08847_c0
747,rxn10314_c0,rxn00461_c0
748,rxn10314_c0,rxn10307_c0
749,rxn10314_c0,rxn10309_c0
750,rxn10314_c0,rxn10315_c0
751,rxn10314_c0,rxn10313_c0
752,rxn10314_c0,rxn10308_c0
753,rxn10314_c0,rxn00293_c0
754,rxn10314_c0,rxn08040_c0
755,rxn10314_c0,rxn03933_c0
756,rxn10314_c0,rxn06729_c0
757,rxn08296_c0,rxn08308_c0
758,rxn08078_c0,rxn08076_c0
759,rxn08078_c0,rxn08124_c0
760,rxn05347_c0,rxn08017_c0
761,rxn05347_c0,rxn08551_c0
762,rxn05347_c0,octanoyl_xfer
763,rxn05347_c0,rxn08021_c0
764,rxn05347_c0,rxn05349_c0
765,rxn05347_c0,rxn05348_c0
766,rxn05347_c0,rxn06022_c0
767,rxn05347_c0,rxn05339_c0
768,rxn05347_c0,rxn08546_c0
769,rxn05347_c0,rxn05344_c0
770,rxn05347_c0,rxn06729_c0
771,rxn05347_c0,rxn05345_c0
772,rxn05347_c0,rxn08548_c0
773,rxn05347_c0,rxn05457_c0
774,rxn05347_c0,rxn05458_c0
775,rxn05347_c0,rxn08547_c0
776,rxn05347_c0,rxn21860_c0
777,rxn05347_c0,rxn08089_c0
778,rxn05347_c0,rxn08020_c0
779,rxn05347_c0,rxn08766_c0
780,rxn05347_c0,rxn08550_c0
781,rxn05347_c0,rxn47768_c0
782,rxn05347_c0,rxn08015_c0
783,rxn05347_c0,rxn06723_c0
784,rxn05347_c0,rxn05460_c0
785,rxn05347_c0,rxn06865_c0
786,rxn02404_c0,rxn02405_c0
787,rxn02404_c0,rxn02331_c0
788,rxn11944_c0,rxn03052_c0
789,rxn00559_c0,rxn01329_c0
790,rxn08021_c0,rxn08017_c0
791,rxn08021_c0,rxn08551_c0
792,rxn08021_c0,octanoyl_xfer
793,rxn08021_c0,rxn05349_c0
794,rxn08021_c0,rxn05348_c0
795,rxn08021_c0,rxn06022_c0
796,rxn08021_c0,rxn08546_c0
797,rxn08021_c0,rxn05344_c0
798,rxn08021_c0,rxn06729_c0
799,rxn08021_c0,rxn05345_c0
800,rxn08021_c0,rxn08548_c0
801,rxn08021_c0,rxn05327_c0
802,rxn08021_c0,rxn05457_c0
803,rxn08021_c0,rxn05458_c0
804,rxn08021_c0,rxn08547_c0
805,rxn08021_c0,rxn21860_c0
806,rxn08021_c0,rxn08089_c0
807,rxn08021_c0,rxn08020_c0
808,rxn08021_c0,rxn08550_c0
809,rxn08021_c0,rxn47768_c0
810,rxn08021_c0,rxn08015_c0
811,rxn08021_c0,rxn06723_c0
812,rxn08021_c0,rxn05460_c0
813,rxn08021_c0,rxn06865_c0
814,rxn14425_c0,rxn14426_c0
815,rxn08297_c0,rxn08309_c0
816,rxn08843_c0,rxn08838_c0
817,rxn08843_c0,rxn08805_c0
818,rxn08843_c0,rxn01073_c0
819,rxn08843_c0,rxn08803_c0
820,rxn08843_c0,rxn08804_c0
821,rxn08843_c0,rxn08840_c0
822,rxn08843_c0,rxn08806_c0
823,rxn08843_c0,rxn08841_c0
824,rxn08843_c0,rxn08809_c0
825,rxn08843_c0,rxn08842_c0
826,rxn08843_c0,rxn08844_c0
827,rxn39978_c0,rxn39979_c0
828,rxn02008_c0,rxn00849_c0
829,rxn02008_c0,rxn02286_c0
830,rxn02008_c0,rxn02011_c0
831,rxn00405_c0,rxn01029_c0
832,rxn10261_c0,rxn10222_c0
833,rxn10261_c0,rxn10267_c0
834,rxn10261_c0,rxn10228_c0
835,rxn10228_c0,rxn10222_c0
836,rxn10228_c0,rxn10234_c0
837,rxn03031_c0,rxn03087_c0
838,rxn03031_c0,rxn39452_c0
839,rxn03031_c0,rxn03012_c0
840,rxn01893_c0,rxn01896_c0
841,rxn01893_c0,rxn00540_c0
842,rxn01893_c0,rxn01894_c0
843,rxn05121_c0,rxn05120_c0
844,rxn14011_c0,rxn14333_c0
845,rxn14011_c0,rxn14040_c0
846,rxn14011_c0,rxn14334_c0
847,rxn14011_c0,rxn04113_c0
848,rxn14011_c0,rxn03892_c0
849,rxn14011_c0,rxn05287_c0
850,rxn14011_c0,rxn03891_c0
851,rxn14011_c0,rxn13957_c0
852,rxn14011_c0,rxn12008_c0
853,rxn14011_c0,rxn01213_c0
854,rxn14011_c0,rxn03843_c0
855,rxn14011_c0,rxn05030_c0
856,rxn14011_c0,rxn09037_c0
857,rxn14011_c0,rxn08756_c0
858,rxn09360_c0,rxn02285_c0
859,rxn09360_c0,rxn08076_c0
860,rxn09360_c0,rxn02286_c0
861,rxn09360_c0,rxn08124_c0
862,rxn08811_c0,rxn08850_c0
863,rxn08811_c0,rxn08846_c0
864,rxn08811_c0,rxn08849_c0
865,rxn08811_c0,rxn08845_c0
866,rxn08811_c0,rxn08814_c0
867,rxn08811_c0,rxn08815_c0
868,rxn08811_c0,rxn08810_c0
869,rxn08811_c0,rxn08848_c0
870,rxn08811_c0,rxn08851_c0
871,rxn08811_c0,rxn08669_c0
872,rxn08811_c0,rxn08847_c0
873,rxn08821_c0,rxn08017_c0
874,rxn08821_c0,rxn09450_c0
875,rxn08821_c0,rxn08800_c0
876,rxn08821_c0,rxn08814_c0
877,rxn08821_c0,rxn08842_c0
878,rxn08821_c0,rxn08849_c0
879,rxn01867_c0,rxn05579_c0
880,rxn01867_c0,rxn01868_c0
881,rxn05330_c0,rxn05326_c0
882,rxn05330_c0,rxn05337_c0
883,rxn08800_c0,rxn08017_c0
884,rxn08800_c0,rxn08550_c0
885,rxn08800_c0,rxn09450_c0
886,rxn08800_c0,rxn08814_c0
887,rxn08800_c0,rxn08842_c0
888,rxn08800_c0,rxn08849_c0
889,rxn23042_c0,rxn00438_c0
890,rxn23042_c0,rxn16823_c0
891,rxn23042_c0,rxn03108_c0
892,rxn09113_c0,rxn08311_c0
893,rxn09113_c0,rxn09210_c0
894,rxn09113_c0,rxn09106_c0
895,rxn08642_c0,EX_cpd00080_e0
896,rxn08803_c0,rxn08809_c0
897,rxn08803_c0,rxn08440_c0
898,rxn08803_c0,rxn08806_c0
899,rxn08803_c0,rxn08796_c0
900,rxn08803_c0,rxn08817_c0
901,rxn08803_c0,rxn08838_c0
902,rxn08803_c0,rxn08804_c0
903,rxn08803_c0,rxn08845_c0
904,rxn08803_c0,rxn08840_c0
905,rxn08803_c0,rxn08841_c0
906,rxn08803_c0,rxn08844_c0
907,rxn08803_c0,rxn08020_c0
908,rxn08803_c0,rxn08805_c0
909,rxn08803_c0,rxn01073_c0
910,rxn08803_c0,rxn08810_c0
911,rxn08803_c0,rxn08842_c0
912,rxn39452_c0,rxn40037_c0
913,rxn39452_c0,rxn03012_c0
914,rxn09978_c0,rxn09979_c0
915,rxn09978_c0,rxn16573_c0
916,rxn08691_c0,EX_cpd11640_e0
917,rxn08691_c0,rxn41965_c0
918,rxn08691_c0,rxn08734_c0
919,EX_cpd00254_e0,rxn05616_c0
920,rxn00980_c0,rxn00333_c0
921,rxn03242_c0,rxn02911_c0
922,rxn03242_c0,rxn03243_c0
923,EX_cpd00239_e0,rxn08689_c0
924,rxn02405_c0,rxn03182_c0
925,rxn06022_c0,rxn08017_c0
926,rxn06022_c0,rxn08551_c0
927,rxn06022_c0,octanoyl_xfer
928,rxn06022_c0,rxn05349_c0
929,rxn06022_c0,rxn05348_c0
930,rxn06022_c0,rxn08546_c0
931,rxn06022_c0,rxn05344_c0
932,rxn06022_c0,rxn06729_c0
933,rxn06022_c0,rxn05345_c0
934,rxn06022_c0,rxn08548_c0
935,rxn06022_c0,rxn05457_c0
936,rxn06022_c0,rxn05458_c0
937,rxn06022_c0,rxn08547_c0
938,rxn06022_c0,rxn21860_c0
939,rxn06022_c0,rxn08089_c0
940,rxn06022_c0,rxn08020_c0
941,rxn06022_c0,rxn08550_c0
942,rxn06022_c0,rxn47768_c0
943,rxn06022_c0,rxn08015_c0
944,rxn06022_c0,rxn06723_c0
945,rxn06022_c0,rxn05460_c0
946,rxn06022_c0,rxn06865_c0
947,rxn15750_c0,rxn01122_c0
948,rxn15750_c0,rxn01123_c0
949,rxn15750_c0,rxn00763_c0
950,rxn15750_c0,rxn01124_c0
951,rxn15750_c0,rxn01286_c0
952,rxn08128_c0,rxn00022_c0
953,rxn08128_c0,rxn08942_c0
954,rxn08128_c0,rxn08129_c0
955,rxn08128_c0,rxn08127_c0
956,rxn08128_c0,rxn08126_c0
957,rxn08128_c0,rxn08941_c0
958,rxn08823_c0,rxn09448_c0
959,rxn08823_c0,rxn08802_c0
960,rxn08823_c0,rxn08809_c0
961,rxn08823_c0,rxn08851_c0
962,rxn08823_c0,rxn08844_c0
963,lipoyl_synth,rxn00952_c0
964,lipoyl_synth,rxn00056_c0
965,lipoyl_synth,rxn00623_c0
966,lipoyl_synth,rxn02056_c0
967,lipoyl_synth,rxn00224_c0
968,lipoyl_synth,FeS_cluster_biosynth
969,lipoyl_synth,rxn05760_c0
970,lipoyl_synth,rxn05957_c0
971,lipoyl_synth,fe3_reduction
972,lipoyl_synth,rxn08689_c0
973,lipoyl_synth,rxn00649_c0
974,rxn05339_c0,rxn08766_c0
975,rxn05339_c0,rxn05329_c0
976,rxn00863_c0,rxn12642_c0
977,rxn00863_c0,rxn02159_c0
978,rxn03933_c0,rxn00461_c0
979,rxn03933_c0,rxn10307_c0
980,rxn03933_c0,rxn10309_c0
981,rxn03933_c0,rxn10313_c0
982,rxn03933_c0,rxn10308_c0
983,rxn03933_c0,rxn03407_c0
984,rxn03933_c0,rxn00293_c0
985,rxn03933_c0,rxn08040_c0
986,rxn03933_c0,rxn03903_c0
987,rxn03933_c0,rxn10315_c0
988,rxn03933_c0,rxn06729_c0
989,rxn02144_c0,rxn02143_c0
990,rxn09197_c0,rxn09205_c0
991,rxn03236_c0,rxn01314_c0
992,rxn03236_c0,rxn04989_c0
993,rxn03236_c0,rxn01313_c0
994,rxn08502_e0,EX_cpd10516_e0
995,rxn08502_e0,EX_cpd03453_e0
996,rxn08502_e0,EX_cpd03726_e0
997,rxn08502_e0,rxn05195_c0
998,rxn02911_c0,rxn02720_c0
999,rxn01974_c0,rxn00313_c0
1000,rxn01974_c0,rxn02011_c0
1001,rxn01974_c0,rxn01973_c0
1002,rxn00313_c0,rxn02011_c0
1003,rxn00313_c0,rxn00321_c0
1004,rxn14421_c0,rxn14422_c0
1005,rxn05581_c0,rxn00763_c0
1006,rxn05581_c0,rxn00819_c0
1007,rxn05581_c0,EX_cpd00100_e0
1008,rxn05581_c0,rxn08669_c0
1009,rxn05581_c0,rxn00615_c0
1010,rxn02774_c0,rxn05006_c0
1011,rxn02774_c0,rxn02056_c0
1012,rxn14415_c0,rxn00145_c0
1013,rxn14415_c0,rxn14427_c0
1014,rxn05730_c0,EX_cpd01414_e0
1015,rxn02288_c0,rxn04704_c0
1016,rxn02288_c0,rxn05005_c0
1017,rxn02288_c0,rxn02264_c0
1018,rxn02288_c0,rxn02303_c0
1019,rxn03247_c0,rxn02679_c0
1020,rxn03247_c0,rxn03246_c0
1021,rxn03146_c0,rxn06723_c0
1022,rxn03146_c0,rxn06729_c0
1023,rxn47768_c0,rxn08017_c0
1024,rxn47768_c0,rxn08551_c0
1025,rxn47768_c0,octanoyl_xfer
1026,rxn47768_c0,rxn05349_c0
1027,rxn47768_c0,rxn21857_c0
1028,rxn47768_c0,rxn05348_c0
1029,rxn47768_c0,rxn08546_c0
1030,rxn47768_c0,rxn05344_c0
1031,rxn47768_c0,rxn06729_c0
1032,rxn47768_c0,rxn05345_c0
1033,rxn47768_c0,rxn08548_c0
1034,rxn47768_c0,rxn05457_c0
1035,rxn47768_c0,rxn05458_c0
1036,rxn47768_c0,rxn08547_c0
1037,rxn47768_c0,rxn21860_c0
1038,rxn47768_c0,rxn08089_c0
1039,rxn47768_c0,rxn08020_c0
1040,rxn47768_c0,rxn08766_c0
1041,rxn47768_c0,rxn08550_c0
1042,rxn47768_c0,rxn08015_c0
1043,rxn47768_c0,rxn06723_c0
1044,rxn47768_c0,rxn05460_c0
1045,rxn47768_c0,rxn06865_c0
1046,rxn08842_c0,rxn08017_c0
1047,rxn08842_c0,rxn08809_c0
1048,rxn08842_c0,rxn08849_c0
1049,rxn08842_c0,rxn08814_c0
1050,rxn08842_c0,rxn08806_c0
1051,rxn08842_c0,rxn08838_c0
1052,rxn08842_c0,rxn09450_c0
1053,rxn08842_c0,rxn08804_c0
1054,rxn08842_c0,rxn08840_c0
1055,rxn08842_c0,rxn08841_c0
1056,rxn08842_c0,rxn08844_c0
1057,rxn08842_c0,rxn08805_c0
1058,rxn08842_c0,rxn01073_c0
1059,rxn00791_c0,rxn00728_c0
1060,rxn00791_c0,rxn02508_c0
1061,rxn00791_c0,rxn00726_c0
1062,rxn00791_c0,rxn00727_c0
1063,rxn03130_c0,rxn06723_c0
1064,rxn03130_c0,rxn03159_c0
1065,rxn05248_c0,rxn10209_c0
1066,rxn03250_c0,rxn03249_c0
1067,rxn04989_c0,rxn00493_c0
1068,rxn04989_c0,rxn01313_c0
1069,rxn04989_c0,rxn01314_c0
1070,rxn02304_c0,rxn04704_c0
1071,rxn02304_c0,rxn02303_c0
1072,rxn02304_c0,rxn00224_c0
1073,rxn00817_c0,rxn03838_c0
1074,rxn01313_c0,rxn01314_c0
1075,rxn08129_c0,rxn00022_c0
1076,rxn08129_c0,rxn08942_c0
1077,rxn08129_c0,rxn08126_c0
1078,rxn08129_c0,rxn08127_c0
1079,rxn08851_c0,rxn08815_c0
1080,rxn08851_c0,rxn08809_c0
1081,rxn08851_c0,rxn08669_c0
1082,rxn08851_c0,rxn08849_c0
1083,rxn08851_c0,rxn08846_c0
1084,rxn08851_c0,rxn08814_c0
1085,rxn08851_c0,rxn08845_c0
1086,rxn08851_c0,rxn08850_c0
1087,rxn08851_c0,rxn08844_c0
1088,rxn08851_c0,rxn09448_c0
1089,rxn08851_c0,rxn08802_c0
1090,rxn08851_c0,rxn08810_c0
1091,rxn08851_c0,rxn08848_c0
1092,rxn08851_c0,rxn08847_c0
1093,rxn03409_c0,rxn10199_c0
1094,rxn10233_c0,rxn10227_c0
1095,rxn08845_c0,rxn08815_c0
1096,rxn08845_c0,rxn08669_c0
1097,rxn08845_c0,rxn08849_c0
1098,rxn08845_c0,rxn08440_c0
1099,rxn08845_c0,rxn08846_c0
1100,rxn08845_c0,rxn08814_c0
1101,rxn08845_c0,rxn08796_c0
1102,rxn08845_c0,rxn08817_c0
1103,rxn08845_c0,rxn08838_c0
1104,rxn08845_c0,rxn08850_c0
1105,rxn08845_c0,rxn08020_c0
1106,rxn08845_c0,rxn08810_c0
1107,rxn08845_c0,rxn08848_c0
1108,rxn08845_c0,rxn08847_c0
1109,rxn05458_c0,rxn08017_c0
1110,rxn05458_c0,rxn08551_c0
1111,rxn05458_c0,octanoyl_xfer
1112,rxn05458_c0,rxn05349_c0
1113,rxn05458_c0,rxn05348_c0
1114,rxn05458_c0,rxn08546_c0
1115,rxn05458_c0,rxn05344_c0
1116,rxn05458_c0,rxn06729_c0
1117,rxn05458_c0,rxn05328_c0
1118,rxn05458_c0,rxn05345_c0
1119,rxn05458_c0,rxn08548_c0
1120,rxn05458_c0,rxn05457_c0
1121,rxn05458_c0,rxn08547_c0
1122,rxn05458_c0,rxn21860_c0
1123,rxn05458_c0,rxn08089_c0
1124,rxn05458_c0,rxn08020_c0
1125,rxn05458_c0,rxn08550_c0
1126,rxn05458_c0,rxn08015_c0
1127,rxn05458_c0,rxn06723_c0
1128,rxn05458_c0,rxn05460_c0
1129,rxn05458_c0,rxn06865_c0
1130,rxn02331_c0,rxn01117_c0
1131,rxn00881_c0,rxn00883_c0
1132,rxn00881_c0,rxn00882_c0
1133,rxn00881_c0,rxn00890_c0
1134,rxn02143_c0,rxn04750_c0
1135,rxn01000_c0,rxn00493_c0
1136,rxn01000_c0,rxn00999_c0
1137,rxn10295_c0,rxn10297_c0
1138,rxn10295_c0,rxn10192_c0
1139,rxn10295_c0,rxn10293_c0
1140,rxn10295_c0,rxn10291_c0
1141,rxn10295_c0,rxn10313_c0
1142,rxn10295_c0,rxn10290_c0
1143,rxn10295_c0,rxn10292_c0
1144,rxn10295_c0,rxn10294_c0
1145,rxn10295_c0,rxn10289_c0
1146,rxn01124_c0,rxn01122_c0
1147,rxn01124_c0,rxn01123_c0
1148,rxn05462_c0,rxn05464_c0
1149,rxn05462_c0,rxn05461_c0
1150,rxn10294_c0,rxn10297_c0
1151,rxn10294_c0,rxn10192_c0
1152,rxn10294_c0,rxn10293_c0
1153,rxn10294_c0,rxn10291_c0
1154,rxn10294_c0,rxn10290_c0
1155,rxn10294_c0,rxn10292_c0
1156,rxn10294_c0,rxn10289_c0
1157,rxn06075_c0,rxn05239_c0
1158,rxn06075_c0,rxn05231_c0
1159,rxn06075_c0,rxn06076_c0
1160,rxn06075_c0,rxn06078_c0
1161,rxn06075_c0,rxn09296_c0
1162,rxn01281_c0,rxn01280_c0
1163,rxn01281_c0,rxn01286_c0
1164,rxn01281_c0,rxn01285_c0
1165,rxn01281_c0,rxn01015_c0
1166,rxn09448_c0,rxn08802_c0
1167,rxn09448_c0,rxn08809_c0
1168,rxn09448_c0,rxn08844_c0
1169,rxn03141_c0,rxn08098_c0
1170,rxn03141_c0,rxn00851_c0
1171,rxn03141_c0,rxn03903_c0
1172,rxn02315_c0,rxn02317_c0
1173,rxn02315_c0,rxn02314_c0
1174,rxn02315_c0,rxn02316_c0
1175,rxn05760_c0,fe3_reduction
1176,rxn14420_c0,rxn08971_c0
1177,rxn14420_c0,rxn14419_c0
1178,rxn14420_c0,rxn08793_c0
1179,rxn14420_c0,rxn08336_c0
1180,rxn14420_c0,rxn09003_c0
1181,rxn14420_c0,rxn14418_c0
1182,rxn02159_c0,rxn02160_c0
1183,rxn09657_c0,EX_cpd00305_e0
1184,rxn10230_c0,rxn10263_c0
1185,rxn10230_c0,rxn10236_c0
1186,rxn00669_c0,rxn00674_c0
1187,rxn16387_c0,rxn22084_c0
1188,rxn16387_c0,rxn04934_c0
1189,rxn15338_c0,rxn15337_c0
1190,rxn15338_c0,rxn01761_c0
1191,rxn15338_c0,rxn26307_c0
1192,rxn01962_c0,rxn09012_c0
1193,rxn08310_c0,rxn09112_c0
1194,rxn08310_c0,rxn08298_c0
1195,rxn08310_c0,rxn09209_c0
1196,rxn10308_c0,rxn00461_c0
1197,rxn10308_c0,rxn10307_c0
1198,rxn10308_c0,rxn10309_c0
1199,rxn10308_c0,rxn10315_c0
1200,rxn10308_c0,rxn10313_c0
1201,rxn10308_c0,rxn10290_c0
1202,rxn10308_c0,rxn00293_c0
1203,rxn10308_c0,rxn08040_c0
1204,rxn10308_c0,rxn06729_c0
1205,rxn10315_c0,rxn10297_c0
1206,rxn10315_c0,rxn00461_c0
1207,rxn10315_c0,rxn10307_c0
1208,rxn10315_c0,rxn10309_c0
1209,rxn10315_c0,rxn10313_c0
1210,rxn10315_c0,rxn00293_c0
1211,rxn10315_c0,rxn08040_c0
1212,rxn10315_c0,rxn06729_c0
1213,rxn02529_c0,rxn05064_c0
1214,rxn02529_c0,rxn16826_c0
1215,rxn02529_c0,rxn16794_c0
1216,rxn01629_c0,rxn06591_c0
1217,rxn01203_c0,rxn00508_c0
1218,rxn05334_c0,rxn05341_c0
1219,rxn05322_c0,rxn05329_c0
1220,rxn08971_c0,rxn08793_c0
1221,rxn08971_c0,rxn08336_c0
1222,rxn08971_c0,rxn09003_c0
1223,rxn05148_c0,rxn00224_c0
1224,rxn05148_c0,rxn05120_c0
1225,rxn05148_c0,EX_cpd00028_e0
1226,rxn43581_c0,rxn04113_c0
1227,rxn43581_c0,rxn04996_c0
1228,rxn43581_c0,rxn08352_c0
1229,rxn43581_c0,rxn03910_c0
1230,rxn43581_c0,rxn08756_c0
1231,rxn05249_c0,rxn10208_c0
1232,rxn08841_c0,rxn08838_c0
1233,rxn08841_c0,rxn08805_c0
1234,rxn08841_c0,rxn01073_c0
1235,rxn08841_c0,rxn08119_c0
1236,rxn08841_c0,rxn08804_c0
1237,rxn08841_c0,rxn08840_c0
1238,rxn08841_c0,rxn08806_c0
1239,rxn08841_c0,rxn08809_c0
1240,rxn08841_c0,rxn08844_c0
1241,rxn08756_c0,rxn14333_c0
1242,rxn08756_c0,rxn03891_c0
1243,rxn08756_c0,rxn03892_c0
1244,rxn08756_c0,rxn13957_c0
1245,rxn08756_c0,rxn12008_c0
1246,rxn08756_c0,rxn01213_c0
1247,rxn08756_c0,rxn05030_c0
1248,rxn08756_c0,rxn14040_c0
1249,rxn08756_c0,rxn03843_c0
1250,rxn08756_c0,rxn09037_c0
1251,rxn08756_c0,rxn14334_c0
1252,rxn08756_c0,rxn04113_c0
1253,rxn08756_c0,rxn04996_c0
1254,rxn08756_c0,rxn08352_c0
1255,rxn08756_c0,rxn05287_c0
1256,rxn05683_c0,EX_cpd00211_e0
1257,rxn02835_c0,rxn03175_c0
1258,rxn02835_c0,rxn02834_c0
1259,rxn05464_c0,rxn08551_c0
1260,rxn06723_c0,rxn08017_c0
1261,rxn06723_c0,rxn08551_c0
1262,rxn06723_c0,octanoyl_xfer
1263,rxn06723_c0,rxn05349_c0
1264,rxn06723_c0,rxn05348_c0
1265,rxn06723_c0,rxn08546_c0
1266,rxn06723_c0,rxn05342_c0
1267,rxn06723_c0,rxn05344_c0
1268,rxn06723_c0,rxn06729_c0
1269,rxn06723_c0,rxn05345_c0
1270,rxn06723_c0,rxn08548_c0
1271,rxn06723_c0,rxn05457_c0
1272,rxn06723_c0,rxn08547_c0
1273,rxn06723_c0,rxn21860_c0
1274,rxn06723_c0,rxn08089_c0
1275,rxn06723_c0,rxn08020_c0
1276,rxn06723_c0,rxn08550_c0
1277,rxn06723_c0,rxn08015_c0
1278,rxn06723_c0,rxn05335_c0
1279,rxn06723_c0,rxn03159_c0
1280,rxn06723_c0,rxn05460_c0
1281,rxn06723_c0,rxn06865_c0
1282,rxn08528_c0,rxn08976_c0
1283,rxn08528_c0,rxn08558_c0
1284,rxn05251_c0,rxn10206_c0
1285,EX_cpd00166_e0,rxn08070_c0
1286,rxn16573_c0,rxn09979_c0
1287,rxn16573_c0,rxn21863_c0
1288,rxn06865_c0,rxn08017_c0
1289,rxn06865_c0,rxn08551_c0
1290,rxn06865_c0,octanoyl_xfer
1291,rxn06865_c0,rxn05349_c0
1292,rxn06865_c0,rxn05348_c0
1293,rxn06865_c0,rxn08546_c0
1294,rxn06865_c0,rxn05344_c0
1295,rxn06865_c0,rxn06729_c0
1296,rxn06865_c0,rxn05345_c0
1297,rxn06865_c0,rxn08548_c0
1298,rxn06865_c0,rxn05457_c0
1299,rxn06865_c0,rxn08547_c0
1300,rxn06865_c0,rxn21860_c0
1301,rxn06865_c0,rxn08089_c0
1302,rxn06865_c0,rxn08020_c0
1303,rxn06865_c0,rxn08550_c0
1304,rxn06865_c0,rxn08015_c0
1305,rxn06865_c0,rxn05460_c0
1306,rxn06865_c0,rxn05324_c0
1307,rxn05461_c0,rxn05460_c0
1308,rxn08123_c0,rxn08136_c0
1309,rxn08123_c0,rxn08124_c0
1310,rxn08810_c0,rxn08815_c0
1311,rxn08810_c0,rxn08669_c0
1312,rxn08810_c0,rxn08849_c0
1313,rxn08810_c0,rxn08440_c0
1314,rxn08810_c0,rxn08846_c0
1315,rxn08810_c0,rxn08814_c0
1316,rxn08810_c0,rxn08796_c0
1317,rxn08810_c0,rxn08817_c0
1318,rxn08810_c0,rxn08838_c0
1319,rxn08810_c0,rxn08850_c0
1320,rxn08810_c0,rxn08020_c0
1321,rxn08810_c0,rxn08848_c0
1322,rxn08810_c0,rxn08847_c0
1323,rxn05460_c0,rxn08017_c0
1324,rxn05460_c0,rxn08551_c0
1325,rxn05460_c0,octanoyl_xfer
1326,rxn05460_c0,rxn05349_c0
1327,rxn05460_c0,rxn05348_c0
1328,rxn05460_c0,rxn08546_c0
1329,rxn05460_c0,rxn05344_c0
1330,rxn05460_c0,rxn06729_c0
1331,rxn05460_c0,rxn05328_c0
1332,rxn05460_c0,rxn05345_c0
1333,rxn05460_c0,rxn08548_c0
1334,rxn05460_c0,rxn05457_c0
1335,rxn05460_c0,rxn08547_c0
1336,rxn05460_c0,rxn21860_c0
1337,rxn05460_c0,rxn08089_c0
1338,rxn05460_c0,rxn08020_c0
1339,rxn05460_c0,rxn08766_c0
1340,rxn05460_c0,rxn08550_c0
1341,rxn05460_c0,rxn08015_c0
1342,rxn45996_c0,rxn41896_c0
1343,rxn45996_c0,rxn24830_c0
1344,rxn05336_c0,rxn05344_c0
1345,rxn05336_c0,rxn05332_c0
1346,rxn04070_c0,rxn00209_c0
1347,rxn04070_c0,rxn03909_c0
1348,rxn04070_c0,rxn11663_c0
1349,rxn10256_c0,rxn10223_c0
1350,rxn05344_c0,rxn08017_c0
1351,rxn05344_c0,rxn08551_c0
1352,rxn05344_c0,octanoyl_xfer
1353,rxn05344_c0,rxn05349_c0
1354,rxn05344_c0,rxn05348_c0
1355,rxn05344_c0,rxn08546_c0
1356,rxn05344_c0,rxn06729_c0
1357,rxn05344_c0,rxn05345_c0
1358,rxn05344_c0,rxn08548_c0
1359,rxn05344_c0,rxn05457_c0
1360,rxn05344_c0,rxn08547_c0
1361,rxn05344_c0,rxn21860_c0
1362,rxn05344_c0,rxn08089_c0
1363,rxn05344_c0,rxn08020_c0
1364,rxn05344_c0,rxn08766_c0
